Quarter,Year,Quarter_single,HBName,AdmissionType,SIMD,Episodes,LengthOfEpisode,AverageLengthOfEpisode,Stays,LengthOfStay,AverageLengthOfStay
2019Q4,2019,Q4,NHS Fife,Emergency Inpatients,1,2045,2990,1.462102689,2027,14055,6.933892452
2020Q1,2020,Q1,NHS Fife,Emergency Inpatients,1,1804,2816,1.56097561,1846,15793,8.555254605
2020Q2,2020,Q2,NHS Fife,Emergency Inpatients,1,1421,1719,1.209711471,1353,9339,6.902439024
2020Q3,2020,Q3,NHS Fife,Emergency Inpatients,1,1805,2026,1.122437673,1812,11403,6.293046358
2020Q4,2020,Q4,NHS Fife,Emergency Inpatients,1,1842,2502,1.358306189,1828,12009,6.569474836
2021Q1,2021,Q1,NHS Fife,Emergency Inpatients,1,1715,2296,1.33877551,1675,11610,6.931343284
2021Q2,2021,Q2,NHS Fife,Emergency Inpatients,1,2036,2660,1.306483301,2037,14834,7.28227786
2021Q3,2021,Q3,NHS Fife,Emergency Inpatients,1,1971,2774,1.407407407,1958,13226,6.75485189
2021Q4,2021,Q4,NHS Fife,Emergency Inpatients,1,1943,2722,1.400926402,1922,14278,7.428720083
2022Q1,2022,Q1,NHS Fife,Emergency Inpatients,1,1766,2420,1.370328426,1782,12333,6.920875421
2022Q2,2022,Q2,NHS Fife,Emergency Inpatients,1,1795,2724,1.517548747,1788,12278,6.86689038
2022Q3,2022,Q3,NHS Fife,Emergency Inpatients,1,1818,2450,1.347634763,1799,11128,6.185658699
2022Q4,2022,Q4,NHS Fife,Emergency Inpatients,1,1806,2917,1.61517165,1801,11222,6.230982787
2017Q4,2017,Q4,NHS Fife,Emergency Inpatients,2,1861,2484,1.334766255,1808,11836,6.546460177
2018Q1,2018,Q1,NHS Fife,Emergency Inpatients,2,1818,2567,1.411991199,1827,14616,8
2018Q2,2018,Q2,NHS Fife,Emergency Inpatients,2,1952,2748,1.407786885,1940,13067,6.73556701
2018Q3,2018,Q3,NHS Fife,Emergency Inpatients,2,1866,2501,1.340300107,1843,12524,6.795442214
2018Q4,2018,Q4,NHS Fife,Emergency Inpatients,2,1883,2749,1.459904408,1848,13382,7.241341991
2019Q1,2019,Q1,NHS Fife,Emergency Inpatients,2,1970,2521,1.279695431,1955,15074,7.710485934
2019Q2,2019,Q2,NHS Fife,Emergency Inpatients,2,2012,2751,1.367296223,2010,13543,6.737810945
2019Q3,2019,Q3,NHS Fife,Emergency Inpatients,2,1963,2906,1.480387163,1970,14363,7.290862944
2019Q4,2019,Q4,NHS Fife,Emergency Inpatients,2,2001,2700,1.349325337,1976,14651,7.414473684
2020Q1,2020,Q1,NHS Fife,Emergency Inpatients,2,1857,2878,1.549811524,1887,15302,8.109167992
2020Q2,2020,Q2,NHS Fife,Emergency Inpatients,2,1383,1867,1.349963847,1347,8919,6.621380846
2020Q3,2020,Q3,NHS Fife,Emergency Inpatients,2,1715,2179,1.270553936,1689,11803,6.988158674
2020Q4,2020,Q4,NHS Fife,Emergency Inpatients,2,1719,2439,1.418848168,1709,13753,8.047396138
2021Q1,2021,Q1,NHS Fife,Emergency Inpatients,2,1718,2448,1.424912689,1692,12684,7.496453901
2021Q2,2021,Q2,NHS Fife,Emergency Inpatients,2,1797,2331,1.297161937,1779,12716,7.147835863
2021Q3,2021,Q3,NHS Fife,Emergency Inpatients,2,1813,2669,1.472145615,1829,13972,7.639147075
2021Q4,2021,Q4,NHS Fife,Emergency Inpatients,2,1734,2740,1.580161476,1721,12831,7.455549099
2022Q1,2022,Q1,NHS Fife,Emergency Inpatients,2,1742,2522,1.447761194,1729,12676,7.331405437
2022Q2,2022,Q2,NHS Fife,Emergency Inpatients,2,1803,2414,1.338879645,1787,12268,6.865137101
2022Q3,2022,Q3,NHS Fife,Emergency Inpatients,2,1761,2928,1.662691652,1776,13072,7.36036036
2022Q4,2022,Q4,NHS Fife,Emergency Inpatients,2,1814,3376,1.861080485,1803,13083,7.256239601
2017Q4,2017,Q4,NHS Fife,Emergency Inpatients,3,1519,1899,1.250164582,1500,10380,6.92
2018Q1,2018,Q1,NHS Fife,Emergency Inpatients,3,1458,2287,1.568587106,1458,11597,7.954046639
2018Q2,2018,Q2,NHS Fife,Emergency Inpatients,3,1441,1632,1.132546842,1441,10216,7.089521166
2018Q3,2018,Q3,NHS Fife,Emergency Inpatients,3,1478,1880,1.271989175,1461,9126,6.246406571
2018Q4,2018,Q4,NHS Fife,Emergency Inpatients,3,1519,2043,1.344963792,1475,10182,6.903050847
2019Q1,2019,Q1,NHS Fife,Emergency Inpatients,3,1456,1844,1.266483516,1458,10158,6.967078189
2019Q2,2019,Q2,NHS Fife,Emergency Inpatients,3,1463,2008,1.372522215,1447,12116,8.373185902
2019Q3,2019,Q3,NHS Fife,Emergency Inpatients,3,1481,1910,1.289669142,1480,10377,7.011486486
2019Q4,2019,Q4,NHS Fife,Emergency Inpatients,3,1508,2091,1.386604775,1475,11362,7.703050847
2020Q1,2020,Q1,NHS Fife,Emergency Inpatients,3,1328,1783,1.342620482,1381,12906,9.345401883
2020Q2,2020,Q2,NHS Fife,Emergency Inpatients,3,1054,1338,1.269449715,1010,7015,6.945544554
2020Q3,2020,Q3,NHS Fife,Emergency Inpatients,3,1365,1695,1.241758242,1323,9376,7.086923658
2020Q4,2020,Q4,NHS Fife,Emergency Inpatients,3,1309,1946,1.486631016,1302,10076,7.738863287
2021Q1,2021,Q1,NHS Fife,Emergency Inpatients,3,1261,1990,1.578112609,1260,10425,8.273809524
2021Q2,2021,Q2,NHS Fife,Emergency Inpatients,3,1358,1570,1.156111929,1351,9528,7.052553664
2021Q3,2021,Q3,NHS Fife,Emergency Inpatients,3,1391,1975,1.41984184,1382,9159,6.627351664
2021Q4,2021,Q4,NHS Fife,Emergency Inpatients,3,1422,2131,1.49859353,1408,9960,7.073863636
2022Q1,2022,Q1,NHS Fife,Emergency Inpatients,3,1331,1981,1.488354621,1324,9716,7.33836858
2022Q2,2022,Q2,NHS Fife,Emergency Inpatients,3,1278,1904,1.489827856,1271,9236,7.266719119
2022Q3,2022,Q3,NHS Fife,Emergency Inpatients,3,1352,1874,1.386094675,1357,8915,6.569638909
2022Q4,2022,Q4,NHS Fife,Emergency Inpatients,3,1321,1950,1.476154428,1307,8886,6.798775822
2017Q4,2017,Q4,NHS Fife,Emergency Inpatients,4,1236,1700,1.375404531,1226,9570,7.805872757
2018Q1,2018,Q1,NHS Fife,Emergency Inpatients,4,1204,1812,1.504983389,1206,9262,7.679933665
2018Q2,2018,Q2,NHS Fife,Emergency Inpatients,4,1208,1554,1.286423841,1183,8178,6.912933221
2018Q3,2018,Q3,NHS Fife,Emergency Inpatients,4,1131,1549,1.369584439,1124,8449,7.516903915
2018Q4,2018,Q4,NHS Fife,Emergency Inpatients,4,1195,1591,1.331380753,1190,9455,7.945378151
2019Q1,2019,Q1,NHS Fife,Emergency Inpatients,4,1224,1863,1.522058824,1222,10183,8.333060556
2019Q2,2019,Q2,NHS Fife,Emergency Inpatients,4,1264,1789,1.415348101,1274,8373,6.572213501
2019Q3,2019,Q3,NHS Fife,Emergency Inpatients,4,1205,1795,1.489626556,1185,7673,6.475105485
2019Q4,2019,Q4,NHS Fife,Emergency Inpatients,4,1270,1822,1.434645669,1255,9039,7.202390438
2020Q1,2020,Q1,NHS Fife,Emergency Inpatients,4,1133,2140,1.888790821,1165,10302,8.842918455
2020Q2,2020,Q2,NHS Fife,Emergency Inpatients,4,934,1475,1.579229122,913,6490,7.108433735
2020Q3,2020,Q3,NHS Fife,Emergency Inpatients,4,1124,1778,1.581850534,1110,8353,7.525225225
2020Q4,2020,Q4,NHS Fife,Emergency Inpatients,4,1107,2027,1.831074977,1084,7742,7.142066421
2021Q1,2021,Q1,NHS Fife,Emergency Inpatients,4,1105,1487,1.345701357,1103,8748,7.931097008
2021Q2,2021,Q2,NHS Fife,Emergency Inpatients,4,1145,1661,1.450655022,1128,7809,6.92287234
2021Q3,2021,Q3,NHS Fife,Emergency Inpatients,4,1224,1833,1.49754902,1203,8516,7.078969244
2021Q4,2021,Q4,NHS Fife,Emergency Inpatients,4,1160,1798,1.55,1147,8830,7.698343505
2022Q1,2022,Q1,NHS Fife,Emergency Inpatients,4,1213,1953,1.610057708,1211,9210,7.605284889
2022Q2,2022,Q2,NHS Fife,Emergency Inpatients,4,1132,1891,1.6704947,1139,9264,8.133450395
2022Q3,2022,Q3,NHS Fife,Emergency Inpatients,4,1164,1782,1.530927835,1140,8642,7.580701754
2022Q4,2022,Q4,NHS Fife,Emergency Inpatients,4,1158,1792,1.547495682,1151,8284,7.197219809
2017Q4,2017,Q4,NHS Fife,Emergency Inpatients,5,857,1296,1.512252042,854,5127,6.003512881
2018Q1,2018,Q1,NHS Fife,Emergency Inpatients,5,912,1099,1.20504386,890,5088,5.716853933
2018Q2,2018,Q2,NHS Fife,Emergency Inpatients,5,901,1052,1.167591565,907,5461,6.020948181
2018Q3,2018,Q3,NHS Fife,Emergency Inpatients,5,819,1170,1.428571429,810,5003,6.17654321
2018Q4,2018,Q4,NHS Fife,Emergency Inpatients,5,935,1210,1.294117647,936,6348,6.782051282
2019Q1,2019,Q1,NHS Fife,Emergency Inpatients,5,1024,1159,1.131835938,1015,5506,5.424630542
2019Q2,2019,Q2,NHS Fife,Emergency Inpatients,5,931,1881,2.020408163,920,6080,6.608695652
2019Q3,2019,Q3,NHS Fife,Emergency Inpatients,5,954,1455,1.525157233,934,6092,6.52248394
2019Q4,2019,Q4,NHS Fife,Emergency Inpatients,5,902,1464,1.623059867,902,5947,6.593126386
2020Q1,2020,Q1,NHS Fife,Emergency Inpatients,5,830,1397,1.68313253,836,6913,8.269138756
2020Q2,2020,Q2,NHS Fife,Emergency Inpatients,5,655,970,1.480916031,643,4519,7.027993779
2020Q3,2020,Q3,NHS Fife,Emergency Inpatients,5,852,978,1.147887324,850,5402,6.355294118
2020Q4,2020,Q4,NHS Fife,Emergency Inpatients,5,799,1217,1.523153942,764,4995,6.537958115
2021Q1,2021,Q1,NHS Fife,Emergency Inpatients,5,835,1255,1.502994012,833,6382,7.661464586
2021Q2,2021,Q2,NHS Fife,Emergency Inpatients,5,944,1297,1.373940678,941,6221,6.611052072
2021Q3,2021,Q3,NHS Fife,Emergency Inpatients,5,927,1327,1.431499461,909,5806,6.387238724
2021Q4,2021,Q4,NHS Fife,Emergency Inpatients,5,933,1500,1.607717042,926,6080,6.56587473
2022Q1,2022,Q1,NHS Fife,Emergency Inpatients,5,863,1219,1.412514484,853,5809,6.810082063
2022Q2,2022,Q2,NHS Fife,Emergency Inpatients,5,913,1433,1.569550931,912,7445,8.163377193
2022Q3,2022,Q3,NHS Fife,Emergency Inpatients,5,919,1419,1.544069641,919,6167,6.710554951
2022Q4,2022,Q4,NHS Fife,Emergency Inpatients,5,915,1490,1.628415301,912,6394,7.010964912
2017Q4,2017,Q4,NHS Fife,Emergency Inpatients,NA,30,20,0.666666667,30,109,3.633333333
2018Q1,2018,Q1,NHS Fife,Emergency Inpatients,NA,17,10,0.588235294,18,92,5.111111111
2018Q2,2018,Q2,NHS Fife,Emergency Inpatients,NA,31,39,1.258064516,30,102,3.4
2018Q3,2018,Q3,NHS Fife,Emergency Inpatients,NA,51,45,0.882352941,49,143,2.918367347
2018Q4,2018,Q4,NHS Fife,Emergency Inpatients,NA,31,38,1.225806452,30,111,3.7
2019Q1,2019,Q1,NHS Fife,Emergency Inpatients,NA,33,54,1.636363636,35,167,4.771428571
2019Q2,2019,Q2,NHS Fife,Emergency Inpatients,NA,48,37,0.770833333,48,282,5.875
2019Q3,2019,Q3,NHS Fife,Emergency Inpatients,NA,50,60,1.2,45,160,3.555555556
2019Q4,2019,Q4,NHS Fife,Emergency Inpatients,NA,30,28,0.933333333,30,211,7.033333333
2020Q1,2020,Q1,NHS Fife,Emergency Inpatients,NA,16,23,1.4375,20,114,5.7
2020Q2,2020,Q2,NHS Fife,Emergency Inpatients,NA,5,5,1,5,11,2.2
2020Q3,2020,Q3,NHS Fife,Emergency Inpatients,NA,25,31,1.24,24,72,3
2020Q4,2020,Q4,NHS Fife,Emergency Inpatients,NA,10,5,0.5,10,20,2
2021Q1,2021,Q1,NHS Fife,Emergency Inpatients,NA,5,5,1,5,29,5.8
2021Q2,2021,Q2,NHS Fife,Emergency Inpatients,NA,13,10,0.769230769,10,23,2.3
2021Q3,2021,Q3,NHS Fife,Emergency Inpatients,NA,28,30,1.071428571,30,67,2.233333333
2021Q4,2021,Q4,NHS Fife,Emergency Inpatients,NA,22,68,3.090909091,22,99,4.5
2022Q1,2022,Q1,NHS Fife,Emergency Inpatients,NA,15,30,2,18,166,9.222222222
2022Q2,2022,Q2,NHS Fife,Emergency Inpatients,NA,27,63,2.333333333,25,99,3.96
2022Q3,2022,Q3,NHS Fife,Emergency Inpatients,NA,33,41,1.242424242,30,91,3.033333333
2022Q4,2022,Q4,NHS Fife,Emergency Inpatients,NA,24,19,0.791666667,23,62,2.695652174
2017Q4,2017,Q4,NHS Forth Valley,Emergency Inpatients,1,1468,3232,2.201634877,1443,11385,7.88981289
2018Q1,2018,Q1,NHS Forth Valley,Emergency Inpatients,1,1445,3450,2.387543253,1438,12925,8.988178025
2018Q2,2018,Q2,NHS Forth Valley,Emergency Inpatients,1,1409,2666,1.892122072,1421,9606,6.760028149
2018Q3,2018,Q3,NHS Forth Valley,Emergency Inpatients,1,1525,2983,1.956065574,1490,10112,6.786577181
2018Q4,2018,Q4,NHS Forth Valley,Emergency Inpatients,1,1501,3059,2.037974684,1495,11277,7.543143813
2019Q1,2019,Q1,NHS Forth Valley,Emergency Inpatients,1,1471,3398,2.309993202,1462,11452,7.833105335
2019Q2,2019,Q2,NHS Forth Valley,Emergency Inpatients,1,1745,2911,1.668194842,1646,11101,6.744228433
2019Q3,2019,Q3,NHS Forth Valley,Emergency Inpatients,1,1905,2155,1.131233596,1843,10870,5.897992404
2019Q4,2019,Q4,NHS Forth Valley,Emergency Inpatients,1,1850,1756,0.949189189,1775,9552,5.381408451
2020Q1,2020,Q1,NHS Forth Valley,Emergency Inpatients,1,1702,2100,1.233842538,1659,10724,6.464135021
2020Q2,2020,Q2,NHS Forth Valley,Emergency Inpatients,1,1270,1277,1.005511811,1160,6797,5.859482759
2020Q3,2020,Q3,NHS Forth Valley,Emergency Inpatients,1,1624,1621,0.998152709,1528,8173,5.34882199
2020Q4,2020,Q4,NHS Forth Valley,Emergency Inpatients,1,1618,1978,1.22249691,1516,8611,5.680079156
2021Q1,2021,Q1,NHS Forth Valley,Emergency Inpatients,1,1498,1496,0.998664887,1443,10639,7.372834373
2021Q2,2021,Q2,NHS Forth Valley,Emergency Inpatients,1,1720,1806,1.05,1635,9402,5.750458716
2021Q3,2021,Q3,NHS Forth Valley,Emergency Inpatients,1,1649,1897,1.150394178,1574,10122,6.430749682
2021Q4,2021,Q4,NHS Forth Valley,Emergency Inpatients,1,1586,2396,1.510718789,1531,10903,7.121489223
2022Q1,2022,Q1,NHS Forth Valley,Emergency Inpatients,1,1711,2173,1.270017534,1632,10842,6.643382353
2022Q2,2022,Q2,NHS Forth Valley,Emergency Inpatients,1,1786,2261,1.265957447,1712,11401,6.659462617
2022Q3,2022,Q3,NHS Forth Valley,Emergency Inpatients,1,1669,2194,1.314559617,1600,11166,6.97875
2022Q4,2022,Q4,NHS Forth Valley,Emergency Inpatients,1,1607,1881,1.170504045,1525,11169,7.323934426
2017Q4,2017,Q4,NHS Forth Valley,Emergency Inpatients,2,1555,3300,2.122186495,1543,12937,8.384316267
2018Q1,2018,Q1,NHS Forth Valley,Emergency Inpatients,2,1583,3793,2.396083386,1553,12970,8.351577592
2018Q2,2018,Q2,NHS Forth Valley,Emergency Inpatients,2,1564,3124,1.997442455,1561,13472,8.630365151
2018Q3,2018,Q3,NHS Forth Valley,Emergency Inpatients,2,1499,3081,2.055370247,1479,12300,8.31643002
2018Q4,2018,Q4,NHS Forth Valley,Emergency Inpatients,2,1506,3397,2.25564409,1479,12555,8.488843813
2019Q1,2019,Q1,NHS Forth Valley,Emergency Inpatients,2,1566,3413,2.179438059,1556,12439,7.994215938
2019Q2,2019,Q2,NHS Forth Valley,Emergency Inpatients,2,1946,4266,2.192189106,1842,12011,6.52062975
2019Q3,2019,Q3,NHS Forth Valley,Emergency Inpatients,2,2091,2266,1.083692013,1983,13363,6.738779627
2019Q4,2019,Q4,NHS Forth Valley,Emergency Inpatients,2,2016,2088,1.035714286,1930,13233,6.856476684
2020Q1,2020,Q1,NHS Forth Valley,Emergency Inpatients,2,1914,3087,1.612852665,1890,14171,7.497883598
2020Q2,2020,Q2,NHS Forth Valley,Emergency Inpatients,2,1502,1474,0.981358189,1409,8890,6.309439319
2020Q3,2020,Q3,NHS Forth Valley,Emergency Inpatients,2,1812,2047,1.129690949,1705,9768,5.729032258
2020Q4,2020,Q4,NHS Forth Valley,Emergency Inpatients,2,1712,1996,1.16588785,1620,10753,6.637654321
2021Q1,2021,Q1,NHS Forth Valley,Emergency Inpatients,2,1742,1743,1.000574053,1659,11456,6.905364678
2021Q2,2021,Q2,NHS Forth Valley,Emergency Inpatients,2,1885,2127,1.128381963,1807,11707,6.478693968
2021Q3,2021,Q3,NHS Forth Valley,Emergency Inpatients,2,1700,1801,1.059411765,1607,10628,6.61356565
2021Q4,2021,Q4,NHS Forth Valley,Emergency Inpatients,2,1750,2234,1.276571429,1671,12431,7.439257929
2022Q1,2022,Q1,NHS Forth Valley,Emergency Inpatients,2,1794,2161,1.204570792,1716,14317,8.343240093
2022Q2,2022,Q2,NHS Forth Valley,Emergency Inpatients,2,1896,2602,1.372362869,1789,14327,8.008384572
2022Q3,2022,Q3,NHS Forth Valley,Emergency Inpatients,2,1809,2737,1.512990603,1751,15466,8.832667047
2022Q4,2022,Q4,NHS Forth Valley,Emergency Inpatients,2,1824,2355,1.291118421,1752,13713,7.827054795
2017Q4,2017,Q4,NHS Forth Valley,Emergency Inpatients,3,1422,3192,2.244725738,1381,11441,8.284576394
2018Q1,2018,Q1,NHS Forth Valley,Emergency Inpatients,3,1369,2887,2.108838568,1348,11172,8.287833828
2018Q2,2018,Q2,NHS Forth Valley,Emergency Inpatients,3,1392,2763,1.984913793,1387,11829,8.528478731
2018Q3,2018,Q3,NHS Forth Valley,Emergency Inpatients,3,1319,2452,1.858984079,1302,11067,8.5
2018Q4,2018,Q4,NHS Forth Valley,Emergency Inpatients,3,1382,2932,2.121562952,1390,13289,9.560431655
2019Q1,2019,Q1,NHS Forth Valley,Emergency Inpatients,3,1351,2824,2.090303479,1336,11034,8.258982036
2019Q2,2019,Q2,NHS Forth Valley,Emergency Inpatients,3,1754,3455,1.969783352,1641,11072,6.747105424
2019Q3,2019,Q3,NHS Forth Valley,Emergency Inpatients,3,1766,2270,1.285390713,1710,10539,6.163157895
2019Q4,2019,Q4,NHS Forth Valley,Emergency Inpatients,3,1769,2381,1.345958168,1688,10947,6.485189573
2020Q1,2020,Q1,NHS Forth Valley,Emergency Inpatients,3,1527,1815,1.188605108,1494,11254,7.532797858
2020Q2,2020,Q2,NHS Forth Valley,Emergency Inpatients,3,1311,1233,0.940503432,1216,8618,7.087171053
2020Q3,2020,Q3,NHS Forth Valley,Emergency Inpatients,3,1467,1477,1.006816633,1398,8269,5.914878398
2020Q4,2020,Q4,NHS Forth Valley,Emergency Inpatients,3,1670,2078,1.244311377,1590,9837,6.186792453
2021Q1,2021,Q1,NHS Forth Valley,Emergency Inpatients,3,1541,1555,1.00908501,1468,9910,6.750681199
2021Q2,2021,Q2,NHS Forth Valley,Emergency Inpatients,3,1751,1927,1.100513992,1681,8979,5.341463415
2021Q3,2021,Q3,NHS Forth Valley,Emergency Inpatients,3,1595,1850,1.159874608,1518,9952,6.55599473
2021Q4,2021,Q4,NHS Forth Valley,Emergency Inpatients,3,1681,2443,1.453301606,1624,12388,7.628078818
2022Q1,2022,Q1,NHS Forth Valley,Emergency Inpatients,3,1607,2161,1.344741755,1535,11269,7.341368078
2022Q2,2022,Q2,NHS Forth Valley,Emergency Inpatients,3,1743,2295,1.316695353,1672,11185,6.689593301
2022Q3,2022,Q3,NHS Forth Valley,Emergency Inpatients,3,1651,2288,1.385826772,1577,10987,6.967025999
2022Q4,2022,Q4,NHS Forth Valley,Emergency Inpatients,3,1731,2469,1.426343154,1683,13587,8.073083779
2017Q4,2017,Q4,NHS Forth Valley,Emergency Inpatients,4,1085,2000,1.843317972,1065,8092,7.598122066
2018Q1,2018,Q1,NHS Forth Valley,Emergency Inpatients,4,1073,2486,2.316868593,1049,8202,7.818875119
2018Q2,2018,Q2,NHS Forth Valley,Emergency Inpatients,4,1078,2211,2.051020408,1067,8440,7.910028116
2018Q3,2018,Q3,NHS Forth Valley,Emergency Inpatients,4,1093,2479,2.268069533,1083,9513,8.783933518
2018Q4,2018,Q4,NHS Forth Valley,Emergency Inpatients,4,1062,2547,2.398305085,1042,9675,9.285028791
2019Q1,2019,Q1,NHS Forth Valley,Emergency Inpatients,4,1031,2218,2.151309408,1045,8814,8.434449761
2019Q2,2019,Q2,NHS Forth Valley,Emergency Inpatients,4,1370,2821,2.059124088,1273,9296,7.302435192
2019Q3,2019,Q3,NHS Forth Valley,Emergency Inpatients,4,1427,1580,1.10721794,1346,8249,6.128528975
2019Q4,2019,Q4,NHS Forth Valley,Emergency Inpatients,4,1456,1563,1.073489011,1416,10060,7.104519774
2020Q1,2020,Q1,NHS Forth Valley,Emergency Inpatients,4,1268,1761,1.388801262,1241,8743,7.045124899
2020Q2,2020,Q2,NHS Forth Valley,Emergency Inpatients,4,993,910,0.916414904,933,6289,6.740621651
2020Q3,2020,Q3,NHS Forth Valley,Emergency Inpatients,4,1223,1224,1.000817661,1141,6533,5.725679229
2020Q4,2020,Q4,NHS Forth Valley,Emergency Inpatients,4,1226,1385,1.129690049,1182,7166,6.062605753
2021Q1,2021,Q1,NHS Forth Valley,Emergency Inpatients,4,1190,1246,1.047058824,1125,7362,6.544
2021Q2,2021,Q2,NHS Forth Valley,Emergency Inpatients,4,1467,1576,1.074301295,1408,8802,6.251420455
2021Q3,2021,Q3,NHS Forth Valley,Emergency Inpatients,4,1266,1477,1.166666667,1213,6515,5.370981039
2021Q4,2021,Q4,NHS Forth Valley,Emergency Inpatients,4,1290,1642,1.272868217,1240,9029,7.281451613
2022Q1,2022,Q1,NHS Forth Valley,Emergency Inpatients,4,1275,1566,1.228235294,1219,7645,6.271534044
2022Q2,2022,Q2,NHS Forth Valley,Emergency Inpatients,4,1303,1591,1.221028396,1253,7170,5.72226656
2022Q3,2022,Q3,NHS Forth Valley,Emergency Inpatients,4,1271,1742,1.370574351,1204,9242,7.676079734
2022Q4,2022,Q4,NHS Forth Valley,Emergency Inpatients,4,1297,1877,1.447185813,1245,9294,7.465060241
2017Q4,2017,Q4,NHS Forth Valley,Emergency Inpatients,5,881,1772,2.011350738,871,6334,7.272101033
2018Q1,2018,Q1,NHS Forth Valley,Emergency Inpatients,5,817,1812,2.217870257,796,6009,7.548994975
2018Q2,2018,Q2,NHS Forth Valley,Emergency Inpatients,5,799,1805,2.259073842,804,7445,9.259950249
2018Q3,2018,Q3,NHS Forth Valley,Emergency Inpatients,5,843,1586,1.881376038,834,6539,7.840527578
2018Q4,2018,Q4,NHS Forth Valley,Emergency Inpatients,5,816,1919,2.351715686,821,6799,8.28136419
2019Q1,2019,Q1,NHS Forth Valley,Emergency Inpatients,5,793,1755,2.213114754,767,5193,6.77053455
2019Q2,2019,Q2,NHS Forth Valley,Emergency Inpatients,5,1068,1944,1.820224719,1016,6373,6.272637795
2019Q3,2019,Q3,NHS Forth Valley,Emergency Inpatients,5,1226,4722,3.851549755,1170,9706,8.295726496
2019Q4,2019,Q4,NHS Forth Valley,Emergency Inpatients,5,1226,1453,1.185154976,1174,8278,7.051107325
2020Q1,2020,Q1,NHS Forth Valley,Emergency Inpatients,5,1055,1047,0.992417062,1042,7337,7.041266795
2020Q2,2020,Q2,NHS Forth Valley,Emergency Inpatients,5,829,833,1.00482509,767,4385,5.717079531
2020Q3,2020,Q3,NHS Forth Valley,Emergency Inpatients,5,1025,1056,1.030243902,981,5777,5.888888889
2020Q4,2020,Q4,NHS Forth Valley,Emergency Inpatients,5,1078,1450,1.345083488,1030,6739,6.542718447
2021Q1,2021,Q1,NHS Forth Valley,Emergency Inpatients,5,975,1335,1.369230769,935,6733,7.201069519
2021Q2,2021,Q2,NHS Forth Valley,Emergency Inpatients,5,1125,994,0.883555556,1077,6450,5.988857939
2021Q3,2021,Q3,NHS Forth Valley,Emergency Inpatients,5,1070,1247,1.165420561,1053,5834,5.540360874
2021Q4,2021,Q4,NHS Forth Valley,Emergency Inpatients,5,1135,1613,1.421145374,1085,6266,5.775115207
2022Q1,2022,Q1,NHS Forth Valley,Emergency Inpatients,5,1102,1322,1.199637024,1062,5994,5.644067797
2022Q2,2022,Q2,NHS Forth Valley,Emergency Inpatients,5,1233,1517,1.230332522,1191,8978,7.538203191
2022Q3,2022,Q3,NHS Forth Valley,Emergency Inpatients,5,1139,1385,1.215978929,1088,6439,5.918198529
2022Q4,2022,Q4,NHS Forth Valley,Emergency Inpatients,5,1188,1411,1.187710438,1139,6784,5.956101844
2017Q4,2017,Q4,NHS Forth Valley,Emergency Inpatients,NA,32,78,2.4375,31,150,4.838709677
2018Q1,2018,Q1,NHS Forth Valley,Emergency Inpatients,NA,15,48,3.2,20,110,5.5
2018Q2,2018,Q2,NHS Forth Valley,Emergency Inpatients,NA,52,85,1.634615385,50,275,5.5
2018Q3,2018,Q3,NHS Forth Valley,Emergency Inpatients,NA,77,127,1.649350649,72,279,3.875
2018Q4,2018,Q4,NHS Forth Valley,Emergency Inpatients,NA,41,71,1.731707317,44,152,3.454545455
