Quarter,Location,HBName,AdmissionType,Sex,Age,Episodes,LengthOfEpisode,AverageLengthOfEpisode,Stays,LengthOfStay,AverageLengthOfStay,Year,Quarter_single
2022Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,50-59 years,529,701,1.32514177693762,512,2268,4.4296875,2022,Q4
2017Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,572,1496,2.61538461538462,561,4124,7.35115864527629,2017,Q4
2018Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,555,1149,2.07027027027027,538,3817,7.09479553903346,2018,Q1
2018Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,531,1104,2.07909604519774,530,4453,8.40188679245283,2018,Q2
2018Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,514,1034,2.01167315175097,496,4173,8.4133064516129,2018,Q3
2018Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,539,1313,2.43599257884972,543,4484,8.25782688766114,2018,Q4
2019Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,512,1176,2.296875,516,4272,8.27906976744186,2019,Q1
2019Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,711,1422,2,661,3715,5.62027231467474,2019,Q2
2019Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,716,766,1.06983240223464,682,3574,5.24046920821114,2019,Q3
2019Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,696,574,0.824712643678161,673,3169,4.70876671619614,2019,Q4
2020Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,643,804,1.25038880248834,611,3024,4.94926350245499,2020,Q1
2020Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,539,475,0.88126159554731,511,3165,6.19373776908023,2020,Q2
2020Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,573,596,1.04013961605585,533,2466,4.6266416510319,2020,Q3
2020Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,642,866,1.34890965732087,618,4053,6.55825242718447,2020,Q4
2021Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,582,548,0.941580756013746,540,3100,5.74074074074074,2021,Q1
2021Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,631,666,1.0554675118859,598,3009,5.03177257525084,2021,Q2
2021Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,582,696,1.19587628865979,560,3898,6.96071428571429,2021,Q3
2021Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,610,888,1.45573770491803,589,2792,4.7402376910017,2021,Q4
2022Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,673,856,1.27191679049034,640,2942,4.596875,2022,Q1
2022Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,677,942,1.39143279172821,647,3520,5.44049459041731,2022,Q2
2022Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,704,1006,1.42897727272727,681,4518,6.63436123348018,2022,Q3
2022Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,60-69 years,703,910,1.29445234708393,681,3681,5.40528634361233,2022,Q4
2017Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,696,1645,2.36350574712644,690,6467,9.37246376811594,2017,Q4
2018Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,645,1822,2.82480620155039,615,5951,9.67642276422764,2018,Q1
2018Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,632,1411,2.23259493670886,632,6146,9.7246835443038009,2018,Q2
2018Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,620,1591,2.56612903225806,605,5922,9.78842975206611,2018,Q3
2018Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,673,1859,2.76225854383358,664,7214,10.8644578313253,2018,Q4
2019Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,647,1381,2.13446676970634,654,6001,9.17584097859327,2019,Q1
2019Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,803,1626,2.02490660024907,743,6189,8.32974427994616,2019,Q2
2019Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,875,4517,5.16228571428571,828,9426,11.3840579710145,2019,Q3
2019Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,925,994,1.07459459459459,882,6089,6.90362811791383,2019,Q4
2020Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,758,948,1.25065963060686,755,6383,8.45430463576159,2020,Q1
2020Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,628,732,1.1656050955414,561,4176,7.44385026737968,2020,Q2
2020Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,736,790,1.07336956521739,695,4704,6.76834532374101,2020,Q3
2020Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,781,909,1.16389244558259,746,5797,7.77077747989276,2020,Q4
2021Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,696,856,1.22988505747126,658,5973,9.0775075987842,2021,Q1
2021Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,851,904,1.06227967097532,790,5575,7.05696202531646,2021,Q2
2021Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,788,920,1.16751269035533,748,5908,7.89839572192513,2021,Q3
2021Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,816,1227,1.50367647058824,786,7279,9.26081424936387,2021,Q4
2022Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,806,1067,1.32382133995037,763,6254,8.19659239842726,2022,Q1
2022Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,842,1054,1.25178147268409,790,6551,8.29240506329114,2022,Q2
2022Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,808,1391,1.72153465346535,773,7319,9.46830530401035,2022,Q3
2022Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,70-79 years,856,1131,1.32126168224299,839,7980,9.51132300357568,2022,Q4
2017Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,518,1365,2.63513513513514,511,6790,13.2876712328767,2017,Q4
2018Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,533,1571,2.94746716697936,531,7845,14.774011299435,2018,Q1
2018Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,527,1287,2.44212523719165,533,6100,11.4446529080675,2018,Q2
2018Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,540,1366,2.52962962962963,510,5762,11.2980392156863,2018,Q3
2018Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,573,1552,2.70855148342059,579,7995,13.8082901554404,2018,Q4
2019Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,553,1434,2.59312839059674,530,6750,12.7358490566038,2019,Q1
2019Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,634,2053,3.23817034700315,593,7338,12.3743676222597,2019,Q2
2019Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,635,1105,1.74015748031496,588,7178,12.2074829931973,2019,Q3
2019Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,686,839,1.22303206997085,666,7367,11.0615615615616,2019,Q4
2020Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,546,876,1.6043956043956,532,7268,13.6616541353383,2020,Q1
2020Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,419,444,1.05966587112172,375,3915,10.44,2020,Q2
2020Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,602,673,1.11794019933555,547,5246,9.59049360146252,2020,Q3
2020Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,579,650,1.12262521588946,537,5343,9.94972067039106,2020,Q4
2021Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,518,710,1.37065637065637,505,6581,13.0316831683168,2021,Q1
2021Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,580,654,1.12758620689655,548,5811,10.6040145985401,2021,Q2
2021Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,544,683,1.25551470588235,509,5003,9.82907662082515,2021,Q3
2021Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,555,1058,1.90630630630631,537,6670,12.4208566108007,2021,Q4
2022Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,529,775,1.46502835538752,479,5603,11.6972860125261,2022,Q1
2022Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,588,888,1.51020408163265,564,7259,12.8705673758865,2022,Q2
2022Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,538,808,1.50185873605948,509,7034,13.8192534381139,2022,Q3
2022Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,80-89 years,562,704,1.25266903914591,520,5683,10.9288461538462,2022,Q4
2017Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,130,324,2.49230769230769,115,1761,15.3130434782609,2017,Q4
2018Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,111,414,3.72972972972973,112,1860,16.6071428571429,2018,Q1
2018Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,105,212,2.01904761904762,112,1931,17.2410714285714,2018,Q2
2018Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,97,233,2.4020618556701,98,1649,16.8265306122449,2018,Q3
2018Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,110,265,2.40909090909091,106,1477,13.9339622641509,2018,Q4
2019Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,99,295,2.97979797979798,88,1238,14.0681818181818,2019,Q1
2019Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,113,399,3.53097345132743,111,2210,19.9099099099099,2019,Q2
2019Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,110,201,1.82727272727273,101,1632,16.1584158415842,2019,Q3
2019Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,137,151,1.1021897810219,125,1869,14.952,2019,Q4
2020Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,113,164,1.45132743362832,126,2171,17.2301587301587,2020,Q1
2020Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,100,145,1.45,81,1070,13.2098765432099,2020,Q2
2020Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,114,236,2.07017543859649,96,1217,12.6770833333333,2020,Q3
2020Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,114,224,1.96491228070175,108,1346,12.462962962963,2020,Q4
2021Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,119,134,1.12605042016807,107,1563,14.607476635514,2021,Q1
2021Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,120,181,1.50833333333333,118,1562,13.2372881355932,2021,Q2
2021Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,115,136,1.18260869565217,107,1265,11.8224299065421,2021,Q3
2021Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,138,136,0.985507246376812,127,1702,13.4015748031496,2021,Q4
2022Q1,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,110,177,1.60909090909091,101,1490,14.7524752475248,2022,Q1
2022Q2,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,99,255,2.57575757575758,97,1800,18.5567010309278,2022,Q2
2022Q3,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,109,161,1.47706422018349,100,1672,16.72,2022,Q3
2022Q4,S08000019,NHS Forth Valley,Emergency Inpatients,Male,90 years and over,137,216,1.57664233576642,128,2383,18.6171875,2022,Q4
2017Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,55,63,1.14545454545455,53,58,1.09433962264151,2017,Q4
2018Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,42,53,1.26190476190476,40,42,1.05,2018,Q1
2018Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,84,153,1.82142857142857,81,115,1.41975308641975,2018,Q2
2018Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,65,74,1.13846153846154,63,112,1.77777777777778,2018,Q3
2018Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,64,104,1.625,61,100,1.63934426229508,2018,Q4
2019Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,57,186,3.26315789473684,55,245,4.45454545454545,2019,Q1
2019Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,74,74,1,73,83,1.13698630136986,2019,Q2
2019Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,81,119,1.46913580246914,80,170,2.125,2019,Q3
2019Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,60,149,2.48333333333333,59,179,3.03389830508475,2019,Q4
2020Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,89,142,1.59550561797753,85,143,1.68235294117647,2020,Q1
2020Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,68,88,1.29411764705882,68,99,1.45588235294118,2020,Q2
2020Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,89,326,3.66292134831461,88,179,2.03409090909091,2020,Q3
2020Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,63,57,0.904761904761905,62,80,1.29032258064516,2020,Q4
2021Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,76,92,1.21052631578947,74,139,1.87837837837838,2021,Q1
2021Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,96,200,2.08333333333333,90,162,1.8,2021,Q2
2021Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,99,150,1.51515151515152,98,175,1.78571428571429,2021,Q3
2021Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,67,75,1.11940298507463,67,140,2.08955223880597,2021,Q4
2022Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,63,119,1.88888888888889,63,154,2.44444444444444,2022,Q1
2022Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,73,103,1.41095890410959,70,70,1,2022,Q2
2022Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,103,117,1.13592233009709,103,150,1.45631067961165,2022,Q3
2022Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,0-9 years,63,90,1.42857142857143,60,95,1.58333333333333,2022,Q4
2017Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,141,260,1.84397163120567,137,283,2.06569343065693,2017,Q4
2018Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,146,258,1.76712328767123,145,329,2.26896551724138,2018,Q1
2018Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,150,281,1.87333333333333,147,372,2.53061224489796,2018,Q2
2018Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,158,278,1.75949367088608,156,391,2.50641025641026,2018,Q3
2018Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,148,314,2.12162162162162,147,384,2.61224489795918,2018,Q4
2019Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,128,389,3.0390625,127,286,2.25196850393701,2019,Q1
2019Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,137,225,1.64233576642336,134,266,1.98507462686567,2019,Q2
2019Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,153,212,1.38562091503268,152,239,1.57236842105263,2019,Q3
2019Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,117,180,1.53846153846154,116,204,1.75862068965517,2019,Q4
2020Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,132,170,1.28787878787879,130,683,5.25384615384615,2020,Q1
2020Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,112,141,1.25892857142857,108,177,1.63888888888889,2020,Q2
2020Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,134,212,1.58208955223881,132,244,1.84848484848485,2020,Q3
2020Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,123,184,1.49593495934959,124,207,1.66935483870968,2020,Q4
2021Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,129,160,1.24031007751938,129,189,1.46511627906977,2021,Q1
2021Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,148,231,1.56081081081081,147,296,2.01360544217687,2021,Q2
2021Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,139,194,1.39568345323741,136,221,1.625,2021,Q3
2021Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,146,183,1.25342465753425,145,248,1.71034482758621,2021,Q4
2022Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,146,172,1.17808219178082,142,200,1.40845070422535,2022,Q1
2022Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,180,189,1.05,181,469,2.59116022099448,2022,Q2
2022Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,137,184,1.34306569343066,136,225,1.65441176470588,2022,Q3
2022Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,10-19 years,122,162,1.32786885245902,122,188,1.54098360655738,2022,Q4
2017Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,435,742,1.70574712643678,430,936,2.17674418604651,2017,Q4
2018Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,398,819,2.05778894472362,392,865,2.20663265306122,2018,Q1
2018Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,394,689,1.748730964467,390,830,2.12820512820513,2018,Q2
2018Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,368,567,1.54076086956522,365,700,1.91780821917808,2018,Q3
2018Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,379,670,1.76781002638522,374,789,2.1096256684492,2018,Q4
2019Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,395,753,1.90632911392405,391,1126,2.87979539641944,2019,Q1
2019Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,425,566,1.33176470588235,421,983,2.33491686460808,2019,Q2
2019Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,390,646,1.65641025641026,387,800,2.0671834625323,2019,Q3
2019Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,395,761,1.92658227848101,389,975,2.50642673521851,2019,Q4
2020Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,359,627,1.74651810584958,355,803,2.26197183098592,2020,Q1
2020Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,396,501,1.26515151515152,388,815,2.10051546391753,2020,Q2
2020Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,410,647,1.5780487804878,410,1020,2.48780487804878,2020,Q3
2020Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,376,612,1.62765957446809,369,1134,3.07317073170732,2020,Q4
2021Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,375,742,1.97866666666667,368,961,2.61141304347826,2021,Q1
2021Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,357,433,1.21288515406162,356,570,1.60112359550562,2021,Q2
2021Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,391,707,1.80818414322251,384,772,2.01041666666667,2021,Q3
2021Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,321,573,1.78504672897196,317,932,2.94006309148265,2021,Q4
2022Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,361,544,1.50692520775623,360,715,1.98611111111111,2022,Q1
2022Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,338,562,1.66272189349112,338,764,2.2603550295858,2022,Q2
2022Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,336,485,1.44345238095238,334,554,1.65868263473054,2022,Q3
2022Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,20-29 years,310,459,1.48064516129032,309,590,1.90938511326861,2022,Q4
2017Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,30-39 years,386,900,2.33160621761658,380,1133,2.98157894736842,2017,Q4
2018Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,30-39 years,363,828,2.28099173553719,352,1056,3,2018,Q1
2018Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,30-39 years,391,757,1.93606138107417,389,1253,3.22107969151671,2018,Q2
2018Q3,S08000020,NHS Grampian,Emergency Inpatients,Female,30-39 years,386,865,2.24093264248705,381,1548,4.06299212598425,2018,Q3
2018Q4,S08000020,NHS Grampian,Emergency Inpatients,Female,30-39 years,358,974,2.72067039106145,354,1329,3.75423728813559,2018,Q4
2019Q1,S08000020,NHS Grampian,Emergency Inpatients,Female,30-39 years,389,946,2.4318766066838,383,1089,2.84334203655352,2019,Q1
2019Q2,S08000020,NHS Grampian,Emergency Inpatients,Female,30-39 years,425,820,1.92941176470588,420,1362,3.24285714285714,2019,Q2
