Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2021Q4,,S27000001,,S27000001,d,Transfers,,5,,5,192,38.4,,0,0,,z
2022Q1,,S27000001,,S27000001,d,Transfers,,5,,0,115,,z,0,0,,z
2022Q2,,S27000001,,S27000001,d,Transfers,,5,,5,549,109.8,,0,0,,z
2022Q3,,S27000001,,S27000001,d,Transfers,,5,,5,520,104,,0,0,,z
2022Q4,p,S27000001,,S27000001,d,Transfers,,5,,5,1003,200.6,,0,0,,z
2017Q4,,S92000003,d,S92000003,d,Transfers,,1,,31492,183844,5.837800076,,0,0,,z
2018Q1,,S92000003,d,S92000003,d,Transfers,,1,,31343,192280,6.134703124,,0,0,,z
2018Q2,,S92000003,d,S92000003,d,Transfers,,1,,30263,182222,6.021280111,,0,0,,z
2018Q3,,S92000003,d,S92000003,d,Transfers,,1,,29744,174939,5.881488704,,0,0,,z
2018Q4,,S92000003,d,S92000003,d,Transfers,,1,,31409,177839,5.662039543,,0,0,,z
2019Q1,,S92000003,d,S92000003,d,Transfers,,1,,32172,183786,5.712607236,,0,0,,z
2019Q2,,S92000003,d,S92000003,d,Transfers,,1,,32124,182060,5.667413772,,0,0,,z
2019Q3,,S92000003,d,S92000003,d,Transfers,,1,,33013,181833,5.507921122,,0,0,,z
2019Q4,,S92000003,d,S92000003,d,Transfers,,1,,34336,187038,5.447285648,,0,0,,z
2020Q1,,S92000003,d,S92000003,d,Transfers,,1,,32873,194989,5.931585191,,0,0,,z
2020Q2,,S92000003,d,S92000003,d,Transfers,,1,,26766,136068,5.08361354,,0,0,,z
2020Q3,,S92000003,d,S92000003,d,Transfers,,1,,31141,161605,5.189460839,,0,0,,z
2020Q4,,S92000003,d,S92000003,d,Transfers,,1,,31628,174220,5.508410269,,0,0,,z
2021Q1,,S92000003,d,S92000003,d,Transfers,,1,,31269,175841,5.623492916,,0,0,,z
2021Q2,,S92000003,d,S92000003,d,Transfers,,1,,32761,175807,5.366350234,,0,0,,z
2021Q3,,S92000003,d,S92000003,d,Transfers,,1,,32442,177906,5.483817274,,0,0,,z
2021Q4,,S92000003,d,S92000003,d,Transfers,,1,,31973,190192,5.948519063,,0,0,,z
2022Q1,,S92000003,d,S92000003,d,Transfers,,1,,31109,184031,5.915683564,,0,0,,z
2022Q2,,S92000003,d,S92000003,d,Transfers,,1,,31255,185798,5.944584866,,0,0,,z
2022Q3,,S92000003,d,S92000003,d,Transfers,,1,,31496,188466,5.983807468,,0,0,,z
2022Q4,p,S92000003,d,S92000003,d,Transfers,,1,,31125,186161,5.981076305,,0,0,,z
2017Q4,,S92000003,d,S92000003,d,Transfers,,2,,24584,164777,6.702611455,,0,0,,z
2018Q1,,S92000003,d,S92000003,d,Transfers,,2,,25127,166421,6.623194174,,0,0,,z
2018Q2,,S92000003,d,S92000003,d,Transfers,,2,,23717,157106,6.624193616,,0,0,,z
2018Q3,,S92000003,d,S92000003,d,Transfers,,2,,23305,147432,6.326196095,,0,0,,z
2018Q4,,S92000003,d,S92000003,d,Transfers,,2,,24776,157226,6.345899257,,0,0,,z
2019Q1,,S92000003,d,S92000003,d,Transfers,,2,,24767,155972,6.297573384,,0,0,,z
2019Q2,,S92000003,d,S92000003,d,Transfers,,2,,25842,153348,5.934060831,,0,0,,z
2019Q3,,S92000003,d,S92000003,d,Transfers,,2,,26403,156078,5.911373708,,0,0,,z
2019Q4,,S92000003,d,S92000003,d,Transfers,,2,,27566,161240,5.849234564,,0,0,,z
2020Q1,,S92000003,d,S92000003,d,Transfers,,2,,26449,171268,6.475405497,,0,0,,z
2020Q2,,S92000003,d,S92000003,d,Transfers,,2,,21265,109681,5.157818011,,0,0,,z
2020Q3,,S92000003,d,S92000003,d,Transfers,,2,,25244,135642,5.373237205,,0,0,,z
2020Q4,,S92000003,d,S92000003,d,Transfers,,2,,25332,146957,5.801239539,,0,0,,z
2021Q1,,S92000003,d,S92000003,d,Transfers,,2,,25554,146064,5.71589575,,0,0,,z
2021Q2,,S92000003,d,S92000003,d,Transfers,,2,,26729,147353,5.51285121,,0,0,,z
2021Q3,,S92000003,d,S92000003,d,Transfers,,2,,26417,154802,5.859938676,,0,0,,z
2021Q4,,S92000003,d,S92000003,d,Transfers,,2,,25884,158753,6.133248339,,0,0,,z
2022Q1,,S92000003,d,S92000003,d,Transfers,,2,,25380,155182,6.114342002,,0,0,,z
2022Q2,,S92000003,d,S92000003,d,Transfers,,2,,26860,167988,6.254206999,,0,0,,z
2022Q3,,S92000003,d,S92000003,d,Transfers,,2,,25902,160227,6.185892981,,0,0,,z
2022Q4,p,S92000003,d,S92000003,d,Transfers,,2,,26097,161617,6.192934054,,0,0,,z
2017Q4,,S92000003,d,S92000003,d,Transfers,,3,,19870,130673,6.576396578,,0,0,,z
2018Q1,,S92000003,d,S92000003,d,Transfers,,3,,20238,132043,6.524508351,,0,0,,z
2018Q2,,S92000003,d,S92000003,d,Transfers,,3,,19113,126033,6.594098258,,0,0,,z
2018Q3,,S92000003,d,S92000003,d,Transfers,,3,,18893,120275,6.366114434,,0,0,,z
2018Q4,,S92000003,d,S92000003,d,Transfers,,3,,19594,126087,6.434980096,,0,0,,z
2019Q1,,S92000003,d,S92000003,d,Transfers,,3,,19866,120742,6.077821403,,0,0,,z
2019Q2,,S92000003,d,S92000003,d,Transfers,,3,,21223,132567,6.24638364,,0,0,,z
2019Q3,,S92000003,d,S92000003,d,Transfers,,3,,21439,125844,5.869863333,,0,0,,z
2019Q4,,S92000003,d,S92000003,d,Transfers,,3,,22956,132196,5.758668758,,0,0,,z
2020Q1,,S92000003,d,S92000003,d,Transfers,,3,,21711,144200,6.641794482,,0,0,,z
2020Q2,,S92000003,d,S92000003,d,Transfers,,3,,17322,93060,5.37235885,,0,0,,z
2020Q3,,S92000003,d,S92000003,d,Transfers,,3,,20137,108260,5.376173213,,0,0,,z
2020Q4,,S92000003,d,S92000003,d,Transfers,,3,,20950,120035,5.729594272,,0,0,,z
2021Q1,,S92000003,d,S92000003,d,Transfers,,3,,20600,120427,5.845970874,,0,0,,z
2021Q2,,S92000003,d,S92000003,d,Transfers,,3,,21322,119724,5.615045493,,0,0,,z
2021Q3,,S92000003,d,S92000003,d,Transfers,,3,,20666,121267,5.867947353,,0,0,,z
2021Q4,,S92000003,d,S92000003,d,Transfers,,3,,21395,134783,6.299742931,,0,0,,z
2022Q1,,S92000003,d,S92000003,d,Transfers,,3,,20190,128110,6.345220406,,0,0,,z
2022Q2,,S92000003,d,S92000003,d,Transfers,,3,,21017,132525,6.305609744,,0,0,,z
2022Q3,,S92000003,d,S92000003,d,Transfers,,3,,20610,135337,6.566569626,,0,0,,z
2022Q4,p,S92000003,d,S92000003,d,Transfers,,3,,20477,131170,6.405723495,,0,0,,z
2017Q4,,S92000003,d,S92000003,d,Transfers,,4,,15618,102949,6.591689077,,0,0,,z
2018Q1,,S92000003,d,S92000003,d,Transfers,,4,,15953,105681,6.624522033,,0,0,,z
2018Q2,,S92000003,d,S92000003,d,Transfers,,4,,15452,99457,6.436513073,,0,0,,z
2018Q3,,S92000003,d,S92000003,d,Transfers,,4,,15256,101978,6.684452019,,0,0,,z
2018Q4,,S92000003,d,S92000003,d,Transfers,,4,,16127,107885,6.689712904,,0,0,,z
2019Q1,,S92000003,d,S92000003,d,Transfers,,4,,16313,105674,6.477901061,,0,0,,z
2019Q2,,S92000003,d,S92000003,d,Transfers,,4,,16675,101259,6.072503748,,0,0,,z
2019Q3,,S92000003,d,S92000003,d,Transfers,,4,,17187,103470,6.020247862,,0,0,,z
2019Q4,,S92000003,d,S92000003,d,Transfers,,4,,18062,108206,5.990809434,,0,0,,z
2020Q1,,S92000003,d,S92000003,d,Transfers,,4,,17354,113991,6.568572087,,0,0,,z
2020Q2,,S92000003,d,S92000003,d,Transfers,,4,,14494,78471,5.414033393,,0,0,,z
2020Q3,,S92000003,d,S92000003,d,Transfers,,4,,16530,91945,5.56231095,,0,0,,z
2020Q4,,S92000003,d,S92000003,d,Transfers,,4,,16606,96082,5.785980971,,0,0,,z
2021Q1,,S92000003,d,S92000003,d,Transfers,,4,,16442,96801,5.887422455,,0,0,,z
2021Q2,,S92000003,d,S92000003,d,Transfers,,4,,17647,98133,5.560888536,,0,0,,z
2021Q3,,S92000003,d,S92000003,d,Transfers,,4,,17354,102522,5.907686989,,0,0,,z
2021Q4,,S92000003,d,S92000003,d,Transfers,,4,,18024,115002,6.380492676,,0,0,,z
2022Q1,,S92000003,d,S92000003,d,Transfers,,4,,16921,109078,6.44630932,,0,0,,z
2022Q2,,S92000003,d,S92000003,d,Transfers,,4,,17459,110242,6.314336445,,0,0,,z
2022Q3,,S92000003,d,S92000003,d,Transfers,,4,,17660,114230,6.468289921,,0,0,,z
2022Q4,p,S92000003,d,S92000003,d,Transfers,,4,,17809,113099,6.350665394,,0,0,,z
2017Q4,,S92000003,d,S92000003,d,Transfers,,5,,13836,94196,6.808037005,,0,0,,z
2018Q1,,S92000003,d,S92000003,d,Transfers,,5,,14354,98195,6.840950258,,0,0,,z
2018Q2,,S92000003,d,S92000003,d,Transfers,,5,,13897,99882,7.187306613,,0,0,,z
2018Q3,,S92000003,d,S92000003,d,Transfers,,5,,13300,90733,6.822030075,,0,0,,z
2018Q4,,S92000003,d,S92000003,d,Transfers,,5,,14498,95521,6.58856394,,0,0,,z
2019Q1,,S92000003,d,S92000003,d,Transfers,,5,,14325,94804,6.618080279,,0,0,,z
2019Q2,,S92000003,d,S92000003,d,Transfers,,5,,15108,99077,6.557916336,,0,0,,z
2019Q3,,S92000003,d,S92000003,d,Transfers,,5,,15576,96579,6.20050077,,0,0,,z
2019Q4,,S92000003,d,S92000003,d,Transfers,,5,,16237,106770,6.575722116,,0,0,,z
2020Q1,,S92000003,d,S92000003,d,Transfers,,5,,15602,107648,6.899628253,,0,0,,z
2020Q2,,S92000003,d,S92000003,d,Transfers,,5,,12942,70331,5.434322361,,0,0,,z
2020Q3,,S92000003,d,S92000003,d,Transfers,,5,,15065,82859,5.500099569,,0,0,,z
2020Q4,,S92000003,d,S92000003,d,Transfers,,5,,15166,89096,5.874719768,,0,0,,z
2021Q1,,S92000003,d,S92000003,d,Transfers,,5,,15450,93936,6.08,,0,0,,z
2021Q2,,S92000003,d,S92000003,d,Transfers,,5,,16051,91706,5.713413494,,0,0,,z
2021Q3,,S92000003,d,S92000003,d,Transfers,,5,,15766,97449,6.180959026,,0,0,,z
2021Q4,,S92000003,d,S92000003,d,Transfers,,5,,15795,100896,6.387844255,,0,0,,z
2022Q1,,S92000003,d,S92000003,d,Transfers,,5,,16060,103704,6.457285181,,0,0,,z
2022Q2,,S92000003,d,S92000003,d,Transfers,,5,,16559,111100,6.709342352,,0,0,,z
2022Q3,,S92000003,d,S92000003,d,Transfers,,5,,16755,108036,6.447985676,,0,0,,z
2022Q4,p,S92000003,d,S92000003,d,Transfers,,5,,16372,110137,6.72715612,,0,0,,z
2017Q4,,S92000003,d,S92000003,d,Transfers,,,:,625,2560,4.096,,0,0,,z
2018Q1,,S92000003,d,S92000003,d,Transfers,,,:,575,2333,4.057391304,,0,0,,z
2018Q2,,S92000003,d,S92000003,d,Transfers,,,:,740,2921,3.947297297,,0,0,,z
2018Q3,,S92000003,d,S92000003,d,Transfers,,,:,1015,3703,3.648275862,,0,0,,z
2018Q4,,S92000003,d,S92000003,d,Transfers,,,:,661,2628,3.975794251,,0,0,,z
2019Q1,,S92000003,d,S92000003,d,Transfers,,,:,589,2479,4.208828523,,0,0,,z
2019Q2,,S92000003,d,S92000003,d,Transfers,,,:,918,3541,3.857298475,,0,0,,z
2019Q3,,S92000003,d,S92000003,d,Transfers,,,:,1074,4046,3.767225326,,0,0,,z
2019Q4,,S92000003,d,S92000003,d,Transfers,,,:,743,2870,3.862718708,,0,0,,z
2020Q1,,S92000003,d,S92000003,d,Transfers,,,:,538,2283,4.243494424,,0,0,,z
2020Q2,,S92000003,d,S92000003,d,Transfers,,,:,273,1071,3.923076923,,0,0,,z
2020Q3,,S92000003,d,S92000003,d,Transfers,,,:,570,1672,2.933333333,,0,0,,z
2020Q4,,S92000003,d,S92000003,d,Transfers,,,:,316,1238,3.917721519,,0,0,,z
2021Q1,,S92000003,d,S92000003,d,Transfers,,,:,260,934,3.592307692,,0,0,,z
2021Q2,,S92000003,d,S92000003,d,Transfers,,,:,546,1585,2.902930403,,0,0,,z
2021Q3,,S92000003,d,S92000003,d,Transfers,,,:,867,3032,3.497116494,,0,0,,z
2021Q4,,S92000003,d,S92000003,d,Transfers,,,:,568,2859,5.033450704,,0,0,,z
2022Q1,,S92000003,d,S92000003,d,Transfers,,,:,436,1864,4.275229358,,0,0,,z
2022Q2,,S92000003,d,S92000003,d,Transfers,,,:,730,2540,3.479452055,,0,0,,z
2022Q3,,S92000003,d,S92000003,d,Transfers,,,:,921,3297,3.57980456,,0,0,,z
2022Q4,p,S92000003,d,S92000003,d,Transfers,,,:,567,2594,4.574955908,,0,0,,z
2017Q4,,S08000015,,S08000015,d,All Day cases,,1,,1958,0,0,,1821,0,0,
2018Q1,,S08000015,,S08000015,d,All Day cases,,1,,1966,0,0,,1835,0,0,
2018Q2,,S08000015,,S08000015,d,All Day cases,,1,,1994,0,0,,1894,0,0,
2018Q3,,S08000015,,S08000015,d,All Day cases,,1,,1988,0,0,,1866,0,0,
2018Q4,,S08000015,,S08000015,d,All Day cases,,1,,1983,0,0,,1848,0,0,
2019Q1,,S08000015,,S08000015,d,All Day cases,,1,,2053,0,0,,1935,0,0,
2019Q2,,S08000015,,S08000015,d,All Day cases,,1,,1981,0,0,,1853,0,0,
2019Q3,,S08000015,,S08000015,d,All Day cases,,1,,1964,0,0,,1850,0,0,
2019Q4,,S08000015,,S08000015,d,All Day cases,,1,,2037,0,0,,1921,0,0,
2020Q1,,S08000015,,S08000015,d,All Day cases,,1,,1917,0,0,,1790,0,0,
2020Q2,,S08000015,,S08000015,d,All Day cases,,1,,682,0,0,,628,0,0,
2020Q3,,S08000015,,S08000015,d,All Day cases,,1,,1396,0,0,,1301,0,0,
2020Q4,,S08000015,,S08000015,d,All Day cases,,1,,1325,0,0,,1238,0,0,
2021Q1,,S08000015,,S08000015,d,All Day cases,,1,,1009,0,0,,948,0,0,
2021Q2,,S08000015,,S08000015,d,All Day cases,,1,,1453,0,0,,1328,0,0,
2021Q3,,S08000015,,S08000015,d,All Day cases,,1,,1376,0,0,,1255,0,0,
2021Q4,,S08000015,,S08000015,d,All Day cases,,1,,1385,0,0,,1276,0,0,
2022Q1,,S08000015,,S08000015,d,All Day cases,,1,,1373,0,0,,1293,0,0,
2022Q2,,S08000015,,S08000015,d,All Day cases,,1,,1546,0,0,,1461,0,0,
2022Q3,,S08000015,,S08000015,d,All Day cases,,1,,1662,0,0,,1551,0,0,
2022Q4,p,S08000015,,S08000015,d,All Day cases,,1,,1674,0,0,,1560,0,0,
2017Q4,,S08000015,,S08000015,d,All Day cases,,2,,1597,0,0,,1509,0,0,
2018Q1,,S08000015,,S08000015,d,All Day cases,,2,,1592,0,0,,1492,0,0,
2018Q2,,S08000015,,S08000015,d,All Day cases,,2,,1594,0,0,,1514,0,0,
2018Q3,,S08000015,,S08000015,d,All Day cases,,2,,1523,0,0,,1436,0,0,
2018Q4,,S08000015,,S08000015,d,All Day cases,,2,,1653,0,0,,1545,0,0,
2019Q1,,S08000015,,S08000015,d,All Day cases,,2,,1630,0,0,,1548,0,0,
2019Q2,,S08000015,,S08000015,d,All Day cases,,2,,1648,0,0,,1573,0,0,
2019Q3,,S08000015,,S08000015,d,All Day cases,,2,,1697,0,0,,1606,0,0,
2019Q4,,S08000015,,S08000015,d,All Day cases,,2,,1681,0,0,,1627,0,0,
2020Q1,,S08000015,,S08000015,d,All Day cases,,2,,1597,0,0,,1525,0,0,
2020Q2,,S08000015,,S08000015,d,All Day cases,,2,,633,0,0,,597,0,0,
2020Q3,,S08000015,,S08000015,d,All Day cases,,2,,1106,0,0,,1039,0,0,
2020Q4,,S08000015,,S08000015,d,All Day cases,,2,,1272,0,0,,1201,0,0,
2021Q1,,S08000015,,S08000015,d,All Day cases,,2,,954,0,0,,899,0,0,
2021Q2,,S08000015,,S08000015,d,All Day cases,,2,,1266,0,0,,1176,0,0,
2021Q3,,S08000015,,S08000015,d,All Day cases,,2,,1182,0,0,,1101,0,0,
2021Q4,,S08000015,,S08000015,d,All Day cases,,2,,1144,0,0,,1086,0,0,
2022Q1,,S08000015,,S08000015,d,All Day cases,,2,,1186,0,0,,1120,0,0,
2022Q2,,S08000015,,S08000015,d,All Day cases,,2,,1387,0,0,,1335,0,0,
2022Q3,,S08000015,,S08000015,d,All Day cases,,2,,1464,0,0,,1403,0,0,
2022Q4,p,S08000015,,S08000015,d,All Day cases,,2,,1349,0,0,,1292,0,0,
2017Q4,,S08000015,,S08000015,d,All Day cases,,3,,1355,0,0,,1294,0,0,
2018Q1,,S08000015,,S08000015,d,All Day cases,,3,,1253,0,0,,1194,0,0,
2018Q2,,S08000015,,S08000015,d,All Day cases,,3,,1197,0,0,,1151,0,0,
2018Q3,,S08000015,,S08000015,d,All Day cases,,3,,1259,0,0,,1201,0,0,
2018Q4,,S08000015,,S08000015,d,All Day cases,,3,,1356,0,0,,1296,0,0,
2019Q1,,S08000015,,S08000015,d,All Day cases,,3,,1286,0,0,,1242,0,0,
2019Q2,,S08000015,,S08000015,d,All Day cases,,3,,1308,0,0,,1246,0,0,
2019Q3,,S08000015,,S08000015,d,All Day cases,,3,,1371,0,0,,1323,0,0,
2019Q4,,S08000015,,S08000015,d,All Day cases,,3,,1360,0,0,,1319,0,0,
2020Q1,,S08000015,,S08000015,d,All Day cases,,3,,1238,0,0,,1201,0,0,
2020Q2,,S08000015,,S08000015,d,All Day cases,,3,,481,0,0,,469,0,0,
2020Q3,,S08000015,,S08000015,d,All Day cases,,3,,942,0,0,,895,0,0,
2020Q4,,S08000015,,S08000015,d,All Day cases,,3,,1020,0,0,,974,0,0,
2021Q1,,S08000015,,S08000015,d,All Day cases,,3,,727,0,0,,701,0,0,
2021Q2,,S08000015,,S08000015,d,All Day cases,,3,,967,0,0,,897,0,0,
2021Q3,,S08000015,,S08000015,d,All Day cases,,3,,1005,0,0,,954,0,0,
2021Q4,,S08000015,,S08000015,d,All Day cases,,3,,906,0,0,,860,0,0,
2022Q1,,S08000015,,S08000015,d,All Day cases,,3,,918,0,0,,873,0,0,
2022Q2,,S08000015,,S08000015,d,All Day cases,,3,,1098,0,0,,1052,0,0,
2022Q3,,S08000015,,S08000015,d,All Day cases,,3,,991,0,0,,930,0,0,
2022Q4,p,S08000015,,S08000015,d,All Day cases,,3,,1105,0,0,,1056,0,0,
2017Q4,,S08000015,,S08000015,d,All Day cases,,4,,1061,0,0,,1017,0,0,
2018Q1,,S08000015,,S08000015,d,All Day cases,,4,,1053,0,0,,1011,0,0,
2018Q2,,S08000015,,S08000015,d,All Day cases,,4,,967,0,0,,930,0,0,
2018Q3,,S08000015,,S08000015,d,All Day cases,,4,,1011,0,0,,969,0,0,
2018Q4,,S08000015,,S08000015,d,All Day cases,,4,,1070,0,0,,1028,0,0,
2019Q1,,S08000015,,S08000015,d,All Day cases,,4,,1087,0,0,,1047,0,0,
2019Q2,,S08000015,,S08000015,d,All Day cases,,4,,1036,0,0,,995,0,0,
2019Q3,,S08000015,,S08000015,d,All Day cases,,4,,1108,0,0,,1071,0,0,
2019Q4,,S08000015,,S08000015,d,All Day cases,,4,,1091,0,0,,1061,0,0,
2020Q1,,S08000015,,S08000015,d,All Day cases,,4,,969,0,0,,945,0,0,
2020Q2,,S08000015,,S08000015,d,All Day cases,,4,,422,0,0,,405,0,0,
2020Q3,,S08000015,,S08000015,d,All Day cases,,4,,847,0,0,,815,0,0,
2020Q4,,S08000015,,S08000015,d,All Day cases,,4,,851,0,0,,815,0,0,
2021Q1,,S08000015,,S08000015,d,All Day cases,,4,,655,0,0,,616,0,0,
2021Q2,,S08000015,,S08000015,d,All Day cases,,4,,727,0,0,,679,0,0,
2021Q3,,S08000015,,S08000015,d,All Day cases,,4,,820,0,0,,764,0,0,
2021Q4,,S08000015,,S08000015,d,All Day cases,,4,,777,0,0,,759,0,0,
2022Q1,,S08000015,,S08000015,d,All Day cases,,4,,737,0,0,,712,0,0,
2022Q2,,S08000015,,S08000015,d,All Day cases,,4,,899,0,0,,872,0,0,
2022Q3,,S08000015,,S08000015,d,All Day cases,,4,,994,0,0,,960,0,0,
2022Q4,p,S08000015,,S08000015,d,All Day cases,,4,,1016,0,0,,957,0,0,
2017Q4,,S08000015,,S08000015,d,All Day cases,,5,,958,0,0,,933,0,0,
2018Q1,,S08000015,,S08000015,d,All Day cases,,5,,932,0,0,,898,0,0,
2018Q2,,S08000015,,S08000015,d,All Day cases,,5,,916,0,0,,887,0,0,
2018Q3,,S08000015,,S08000015,d,All Day cases,,5,,902,0,0,,867,0,0,
2018Q4,,S08000015,,S08000015,d,All Day cases,,5,,978,0,0,,946,0,0,
2019Q1,,S08000015,,S08000015,d,All Day cases,,5,,1009,0,0,,976,0,0,
2019Q2,,S08000015,,S08000015,d,All Day cases,,5,,956,0,0,,929,0,0,
2019Q3,,S08000015,,S08000015,d,All Day cases,,5,,952,0,0,,923,0,0,
2019Q4,,S08000015,,S08000015,d,All Day cases,,5,,999,0,0,,969,0,0,
2020Q1,,S08000015,,S08000015,d,All Day cases,,5,,892,0,0,,865,0,0,
2020Q2,,S08000015,,S08000015,d,All Day cases,,5,,342,0,0,,330,0,0,
2020Q3,,S08000015,,S08000015,d,All Day cases,,5,,662,0,0,,649,0,0,
2020Q4,,S08000015,,S08000015,d,All Day cases,,5,,707,0,0,,687,0,0,
2021Q1,,S08000015,,S08000015,d,All Day cases,,5,,614,0,0,,598,0,0,
2021Q2,,S08000015,,S08000015,d,All Day cases,,5,,785,0,0,,743,0,0,
2021Q3,,S08000015,,S08000015,d,All Day cases,,5,,799,0,0,,773,0,0,
2021Q4,,S08000015,,S08000015,d,All Day cases,,5,,761,0,0,,733,0,0,
2022Q1,,S08000015,,S08000015,d,All Day cases,,5,,758,0,0,,742,0,0,
2022Q2,,S08000015,,S08000015,d,All Day cases,,5,,806,0,0,,791,0,0,
2022Q3,,S08000015,,S08000015,d,All Day cases,,5,,911,0,0,,874,0,0,
2022Q4,p,S08000015,,S08000015,d,All Day cases,,5,,889,0,0,,848,0,0,
2018Q1,,S08000015,,S08000015,d,All Day cases,,,:,0,0,,z,0,0,,z
2018Q3,,S08000015,,S08000015,d,All Day cases,,,:,0,0,,z,0,0,,z
2018Q4,,S08000015,,S08000015,d,All Day cases,,,:,0,0,,z,0,0,,z
2019Q1,,S08000015,,S08000015,d,All Day cases,,,:,0,0,,z,0,0,,z
2019Q2,,S08000015,,S08000015,d,All Day cases,,,:,5,0,0,,0,0,,z
2019Q3,,S08000015,,S08000015,d,All Day cases,,,:,5,0,0,,0,0,,z
2019Q4,,S08000015,,S08000015,d,All Day cases,,,:,5,0,0,,0,0,,z
2020Q2,,S08000015,,S08000015,d,All Day cases,,,:,0,0,,z,0,0,,z
2020Q4,,S08000015,,S08000015,d,All Day cases,,,:,0,0,,z,0,0,,z
2021Q2,,S08000015,,S08000015,d,All Day cases,,,:,0,0,,z,0,0,,z
2022Q3,,S08000015,,S08000015,d,All Day cases,,,:,0,0,,z,0,0,,z
2022Q4,p,S08000015,,S08000015,d,All Day cases,,,:,5,0,0,,0,0,,z
2017Q4,,S08000015,,A210H,,All Day cases,,1,,919,0,0,,899,0,0,
2018Q1,,S08000015,,A210H,,All Day cases,,1,,928,0,0,,916,0,0,
2018Q2,,S08000015,,A210H,,All Day cases,,1,,918,0,0,,908,0,0,
2018Q3,,S08000015,,A210H,,All Day cases,,1,,902,0,0,,879,0,0,
2018Q4,,S08000015,,A210H,,All Day cases,,1,,938,0,0,,911,0,0,
2019Q1,,S08000015,,A210H,,All Day cases,,1,,966,0,0,,944,0,0,
2019Q2,,S08000015,,A210H,,All Day cases,,1,,854,0,0,,835,0,0,
2019Q3,,S08000015,,A210H,,All Day cases,,1,,944,0,0,,921,0,0,
2019Q4,,S08000015,,A210H,,All Day cases,,1,,1002,0,0,,981,0,0,
2020Q1,,S08000015,,A210H,,All Day cases,,1,,915,0,0,,883,0,0,
2020Q2,,S08000015,,A210H,,All Day cases,,1,,292,0,0,,283,0,0,
2020Q3,,S08000015,,A210H,,All Day cases,,1,,634,0,0,,623,0,0,
2020Q4,,S08000015,,A210H,,All Day cases,,1,,575,0,0,,565,0,0,
2021Q1,,S08000015,,A210H,,All Day cases,,1,,389,0,0,,372,0,0,
2021Q2,,S08000015,,A210H,,All Day cases,,1,,658,0,0,,638,0,0,
2021Q3,,S08000015,,A210H,,All Day cases,,1,,635,0,0,,610,0,0,
2021Q4,,S08000015,,A210H,,All Day cases,,1,,657,0,0,,640,0,0,
2022Q1,,S08000015,,A210H,,All Day cases,,1,,672,0,0,,651,0,0,
2022Q2,,S08000015,,A210H,,All Day cases,,1,,675,0,0,,672,0,0,
2022Q3,,S08000015,,A210H,,All Day cases,,1,,637,0,0,,621,0,0,
2022Q4,p,S08000015,,A210H,,All Day cases,,1,,666,0,0,,653,0,0,
2017Q4,,S08000015,,A210H,,All Day cases,,2,,897,0,0,,874,0,0,
2018Q1,,S08000015,,A210H,,All Day cases,,2,,887,0,0,,869,0,0,
2018Q2,,S08000015,,A210H,,All Day cases,,2,,881,0,0,,870,0,0,
2018Q3,,S08000015,,A210H,,All Day cases,,2,,837,0,0,,820,0,0,
2018Q4,,S08000015,,A210H,,All Day cases,,2,,913,0,0,,886,0,0,
2019Q1,,S08000015,,A210H,,All Day cases,,2,,924,0,0,,901,0,0,
2019Q2,,S08000015,,A210H,,All Day cases,,2,,862,0,0,,840,0,0,
2019Q3,,S08000015,,A210H,,All Day cases,,2,,872,0,0,,848,0,0,
2019Q4,,S08000015,,A210H,,All Day cases,,2,,897,0,0,,884,0,0,
2020Q1,,S08000015,,A210H,,All Day cases,,2,,872,0,0,,851,0,0,
2020Q2,,S08000015,,A210H,,All Day cases,,2,,309,0,0,,301,0,0,
2020Q3,,S08000015,,A210H,,All Day cases,,2,,614,0,0,,598,0,0,
2020Q4,,S08000015,,A210H,,All Day cases,,2,,587,0,0,,573,0,0,
2021Q1,,S08000015,,A210H,,All Day cases,,2,,316,0,0,,303,0,0,
2021Q2,,S08000015,,A210H,,All Day cases,,2,,539,0,0,,517,0,0,
2021Q3,,S08000015,,A210H,,All Day cases,,2,,566,0,0,,553,0,0,
2021Q4,,S08000015,,A210H,,All Day cases,,2,,557,0,0,,548,0,0,
2022Q1,,S08000015,,A210H,,All Day cases,,2,,579,0,0,,563,0,0,
2022Q2,,S08000015,,A210H,,All Day cases,,2,,652,0,0,,644,0,0,
2022Q3,,S08000015,,A210H,,All Day cases,,2,,612,0,0,,604,0,0,
2022Q4,p,S08000015,,A210H,,All Day cases,,2,,538,0,0,,522,0,0,
2017Q4,,S08000015,,A210H,,All Day cases,,3,,702,0,0,,696,0,0,
2018Q1,,S08000015,,A210H,,All Day cases,,3,,668,0,0,,654,0,0,
2018Q2,,S08000015,,A210H,,All Day cases,,3,,652,0,0,,645,0,0,
2018Q3,,S08000015,,A210H,,All Day cases,,3,,684,0,0,,665,0,0,
2018Q4,,S08000015,,A210H,,All Day cases,,3,,750,0,0,,727,0,0,
2019Q1,,S08000015,,A210H,,All Day cases,,3,,769,0,0,,760,0,0,
2019Q2,,S08000015,,A210H,,All Day cases,,3,,751,0,0,,732,0,0,
