_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
18397,2018Q3,,S08000017,,S08000017,d,All Day cases,,4,,591,0,0,,548,0,0,
18398,2018Q4,,S08000017,,S08000017,d,All Day cases,,4,,578,0,0,,541,0,0,
18399,2019Q1,,S08000017,,S08000017,d,All Day cases,,4,,580,0,0,,524,0,0,
18400,2019Q2,,S08000017,,S08000017,d,All Day cases,,4,,594,0,0,,557,0,0,
18401,2019Q3,,S08000017,,S08000017,d,All Day cases,,4,,612,0,0,,561,0,0,
18402,2019Q4,,S08000017,,S08000017,d,All Day cases,,4,,647,0,0,,592,0,0,
18403,2020Q1,,S08000017,,S08000017,d,All Day cases,,4,,577,0,0,,527,0,0,
18404,2020Q2,,S08000017,,S08000017,d,All Day cases,,4,,149,0,0,,138,0,0,
18405,2020Q3,,S08000017,,S08000017,d,All Day cases,,4,,366,0,0,,329,0,0,
18406,2020Q4,,S08000017,,S08000017,d,All Day cases,,4,,545,0,0,,508,0,0,
18407,2021Q1,,S08000017,,S08000017,d,All Day cases,,4,,371,0,0,,344,0,0,
18408,2021Q2,,S08000017,,S08000017,d,All Day cases,,4,,616,0,0,,560,0,0,
18409,2021Q3,,S08000017,,S08000017,d,All Day cases,,4,,589,0,0,,535,0,0,
18410,2021Q4,,S08000017,,S08000017,d,All Day cases,,4,,539,0,0,,501,0,0,
18411,2022Q1,,S08000017,,S08000017,d,All Day cases,,4,,521,0,0,,479,0,0,
18412,2022Q2,,S08000017,,S08000017,d,All Day cases,,4,,570,0,0,,536,0,0,
18413,2022Q3,,S08000017,,S08000017,d,All Day cases,,4,,510,0,0,,473,0,0,
18414,2022Q4,p,S08000017,,S08000017,d,All Day cases,,4,,491,0,0,,465,0,0,
18415,2017Q4,,S08000017,,S08000017,d,All Day cases,,5,,249,0,0,,244,0,0,
18416,2018Q1,,S08000017,,S08000017,d,All Day cases,,5,,273,0,0,,263,0,0,
18417,2018Q2,,S08000017,,S08000017,d,All Day cases,,5,,296,0,0,,276,0,0,
18418,2018Q3,,S08000017,,S08000017,d,All Day cases,,5,,252,0,0,,240,0,0,
18419,2018Q4,,S08000017,,S08000017,d,All Day cases,,5,,305,0,0,,286,0,0,
18420,2019Q1,,S08000017,,S08000017,d,All Day cases,,5,,244,0,0,,223,0,0,
18421,2019Q2,,S08000017,,S08000017,d,All Day cases,,5,,291,0,0,,274,0,0,
18422,2019Q3,,S08000017,,S08000017,d,All Day cases,,5,,325,0,0,,305,0,0,
18423,2019Q4,,S08000017,,S08000017,d,All Day cases,,5,,334,0,0,,319,0,0,
18424,2020Q1,,S08000017,,S08000017,d,All Day cases,,5,,284,0,0,,262,0,0,
18425,2020Q2,,S08000017,,S08000017,d,All Day cases,,5,,76,0,0,,71,0,0,
18426,2020Q3,,S08000017,,S08000017,d,All Day cases,,5,,188,0,0,,171,0,0,
18427,2020Q4,,S08000017,,S08000017,d,All Day cases,,5,,258,0,0,,237,0,0,
18428,2021Q1,,S08000017,,S08000017,d,All Day cases,,5,,178,0,0,,166,0,0,
18429,2021Q2,,S08000017,,S08000017,d,All Day cases,,5,,316,0,0,,284,0,0,
18430,2021Q3,,S08000017,,S08000017,d,All Day cases,,5,,301,0,0,,275,0,0,
18431,2021Q4,,S08000017,,S08000017,d,All Day cases,,5,,239,0,0,,221,0,0,
18432,2022Q1,,S08000017,,S08000017,d,All Day cases,,5,,301,0,0,,280,0,0,
18433,2022Q2,,S08000017,,S08000017,d,All Day cases,,5,,277,0,0,,265,0,0,
18434,2022Q3,,S08000017,,S08000017,d,All Day cases,,5,,278,0,0,,267,0,0,
18435,2022Q4,p,S08000017,,S08000017,d,All Day cases,,5,,242,0,0,,233,0,0,
18436,2017Q4,,S08000017,,S08000017,d,All Day cases,,,:,5,0,0,,0,0,,z
18437,2018Q1,,S08000017,,S08000017,d,All Day cases,,,:,0,0,,z,0,0,,z
18438,2018Q2,,S08000017,,S08000017,d,All Day cases,,,:,10,0,0,,5,0,0,
18439,2018Q3,,S08000017,,S08000017,d,All Day cases,,,:,0,0,,z,0,0,,z
18440,2018Q4,,S08000017,,S08000017,d,All Day cases,,,:,5,0,0,,0,0,,z
18441,2019Q1,,S08000017,,S08000017,d,All Day cases,,,:,5,0,0,,5,0,0,
18442,2019Q3,,S08000017,,S08000017,d,All Day cases,,,:,5,0,0,,5,0,0,
18443,2019Q4,,S08000017,,S08000017,d,All Day cases,,,:,0,0,,z,0,0,,z
18444,2020Q1,,S08000017,,S08000017,d,All Day cases,,,:,5,0,0,,5,0,0,
18445,2020Q2,,S08000017,,S08000017,d,All Day cases,,,:,5,0,0,,5,0,0,
18446,2020Q3,,S08000017,,S08000017,d,All Day cases,,,:,5,0,0,,5,0,0,
18447,2020Q4,,S08000017,,S08000017,d,All Day cases,,,:,5,0,0,,5,0,0,
18448,2021Q1,,S08000017,,S08000017,d,All Day cases,,,:,0,0,,z,0,0,,z
18449,2021Q2,,S08000017,,S08000017,d,All Day cases,,,:,5,0,0,,0,0,,z
18450,2021Q3,,S08000017,,S08000017,d,All Day cases,,,:,5,0,0,,5,0,0,
18451,2022Q1,,S08000017,,S08000017,d,All Day cases,,,:,0,0,,z,0,0,,z
18452,2022Q2,,S08000017,,S08000017,d,All Day cases,,,:,5,0,0,,0,0,,z
18453,2022Q3,,S08000017,,S08000017,d,All Day cases,,,:,5,0,0,,5,0,0,
18454,2022Q4,p,S08000017,,S08000017,d,All Day cases,,,:,13,0,0,,10,0,0,
18455,2017Q4,,S08000029,,S08000029,d,All Day cases,,1,,994,0,0,,923,0,0,
18456,2018Q1,,S08000029,,S08000029,d,All Day cases,,1,,967,0,0,,898,0,0,
18457,2018Q2,,S08000029,,S08000029,d,All Day cases,,1,,1139,0,0,,1072,0,0,
18458,2018Q3,,S08000029,,S08000029,d,All Day cases,,1,,1085,0,0,,1018,0,0,
18459,2018Q4,,S08000029,,S08000029,d,All Day cases,,1,,1168,0,0,,1103,0,0,
18460,2019Q1,,S08000029,,S08000029,d,All Day cases,,1,,1326,0,0,,1246,0,0,
18461,2019Q2,,S08000029,,S08000029,d,All Day cases,,1,,1250,0,0,,1186,0,0,
18462,2019Q3,,S08000029,,S08000029,d,All Day cases,,1,,1198,0,0,,1119,0,0,
18463,2019Q4,,S08000029,,S08000029,d,All Day cases,,1,,1239,0,0,,1180,0,0,
18464,2020Q1,,S08000029,,S08000029,d,All Day cases,,1,,1144,0,0,,1082,0,0,
18465,2020Q2,,S08000029,,S08000029,d,All Day cases,,1,,522,0,0,,495,0,0,
18466,2020Q3,,S08000029,,S08000029,d,All Day cases,,1,,962,0,0,,902,0,0,
18467,2020Q4,,S08000029,,S08000029,d,All Day cases,,1,,1110,0,0,,1063,0,0,
18468,2021Q1,,S08000029,,S08000029,d,All Day cases,,1,,1122,0,0,,1065,0,0,
18469,2021Q2,,S08000029,,S08000029,d,All Day cases,,1,,1212,0,0,,1142,0,0,
18470,2021Q3,,S08000029,,S08000029,d,All Day cases,,1,,1156,0,0,,1090,0,0,
18471,2021Q4,,S08000029,,S08000029,d,All Day cases,,1,,1034,0,0,,961,0,0,
18472,2022Q1,,S08000029,,S08000029,d,All Day cases,,1,,1088,0,0,,1028,0,0,
18473,2022Q2,,S08000029,,S08000029,d,All Day cases,,1,,1087,0,0,,1027,0,0,
18474,2022Q3,,S08000029,,S08000029,d,All Day cases,,1,,1030,0,0,,980,0,0,
18475,2022Q4,p,S08000029,,S08000029,d,All Day cases,,1,,1070,0,0,,1009,0,0,
18476,2017Q4,,S08000029,,S08000029,d,All Day cases,,2,,1138,0,0,,1077,0,0,
18477,2018Q1,,S08000029,,S08000029,d,All Day cases,,2,,1130,0,0,,1062,0,0,
18478,2018Q2,,S08000029,,S08000029,d,All Day cases,,2,,1184,0,0,,1122,0,0,
18479,2018Q3,,S08000029,,S08000029,d,All Day cases,,2,,1285,0,0,,1212,0,0,
18480,2018Q4,,S08000029,,S08000029,d,All Day cases,,2,,1421,0,0,,1329,0,0,
18481,2019Q1,,S08000029,,S08000029,d,All Day cases,,2,,1433,0,0,,1379,0,0,
18482,2019Q2,,S08000029,,S08000029,d,All Day cases,,2,,1399,0,0,,1333,0,0,
18483,2019Q3,,S08000029,,S08000029,d,All Day cases,,2,,1302,0,0,,1241,0,0,
18484,2019Q4,,S08000029,,S08000029,d,All Day cases,,2,,1334,0,0,,1266,0,0,
18485,2020Q1,,S08000029,,S08000029,d,All Day cases,,2,,1297,0,0,,1228,0,0,
18486,2020Q2,,S08000029,,S08000029,d,All Day cases,,2,,662,0,0,,632,0,0,
18487,2020Q3,,S08000029,,S08000029,d,All Day cases,,2,,1079,0,0,,1040,0,0,
18488,2020Q4,,S08000029,,S08000029,d,All Day cases,,2,,1088,0,0,,1032,0,0,
18489,2021Q1,,S08000029,,S08000029,d,All Day cases,,2,,1079,0,0,,1024,0,0,
18490,2021Q2,,S08000029,,S08000029,d,All Day cases,,2,,1197,0,0,,1149,0,0,
18491,2021Q3,,S08000029,,S08000029,d,All Day cases,,2,,1126,0,0,,1078,0,0,
18492,2021Q4,,S08000029,,S08000029,d,All Day cases,,2,,1145,0,0,,1076,0,0,
18493,2022Q1,,S08000029,,S08000029,d,All Day cases,,2,,1129,0,0,,1065,0,0,
18494,2022Q2,,S08000029,,S08000029,d,All Day cases,,2,,1212,0,0,,1156,0,0,
18495,2022Q3,,S08000029,,S08000029,d,All Day cases,,2,,1226,0,0,,1184,0,0,
18496,2022Q4,p,S08000029,,S08000029,d,All Day cases,,2,,1206,0,0,,1148,0,0,
18497,2017Q4,,S08000029,,S08000029,d,All Day cases,,3,,969,0,0,,922,0,0,
18498,2018Q1,,S08000029,,S08000029,d,All Day cases,,3,,986,0,0,,935,0,0,
18499,2018Q2,,S08000029,,S08000029,d,All Day cases,,3,,975,0,0,,932,0,0,
18500,2018Q3,,S08000029,,S08000029,d,All Day cases,,3,,1155,0,0,,1106,0,0,
18501,2018Q4,,S08000029,,S08000029,d,All Day cases,,3,,1185,0,0,,1112,0,0,
18502,2019Q1,,S08000029,,S08000029,d,All Day cases,,3,,1216,0,0,,1153,0,0,
18503,2019Q2,,S08000029,,S08000029,d,All Day cases,,3,,1122,0,0,,1072,0,0,
18504,2019Q3,,S08000029,,S08000029,d,All Day cases,,3,,1096,0,0,,1056,0,0,
18505,2019Q4,,S08000029,,S08000029,d,All Day cases,,3,,1056,0,0,,1010,0,0,
18506,2020Q1,,S08000029,,S08000029,d,All Day cases,,3,,1086,0,0,,1030,0,0,
18507,2020Q2,,S08000029,,S08000029,d,All Day cases,,3,,574,0,0,,553,0,0,
18508,2020Q3,,S08000029,,S08000029,d,All Day cases,,3,,961,0,0,,912,0,0,
18509,2020Q4,,S08000029,,S08000029,d,All Day cases,,3,,1071,0,0,,1034,0,0,
18510,2021Q1,,S08000029,,S08000029,d,All Day cases,,3,,952,0,0,,906,0,0,
18511,2021Q2,,S08000029,,S08000029,d,All Day cases,,3,,1062,0,0,,1026,0,0,
18512,2021Q3,,S08000029,,S08000029,d,All Day cases,,3,,1054,0,0,,1014,0,0,
18513,2021Q4,,S08000029,,S08000029,d,All Day cases,,3,,1160,0,0,,1120,0,0,
18514,2022Q1,,S08000029,,S08000029,d,All Day cases,,3,,1019,0,0,,979,0,0,
18515,2022Q2,,S08000029,,S08000029,d,All Day cases,,3,,1068,0,0,,1010,0,0,
18516,2022Q3,,S08000029,,S08000029,d,All Day cases,,3,,1120,0,0,,1070,0,0,
18517,2022Q4,p,S08000029,,S08000029,d,All Day cases,,3,,1145,0,0,,1098,0,0,
18518,2017Q4,,S08000029,,S08000029,d,All Day cases,,4,,893,0,0,,854,0,0,
18519,2018Q1,,S08000029,,S08000029,d,All Day cases,,4,,859,0,0,,821,0,0,
18520,2018Q2,,S08000029,,S08000029,d,All Day cases,,4,,929,0,0,,879,0,0,
18521,2018Q3,,S08000029,,S08000029,d,All Day cases,,4,,927,0,0,,889,0,0,
18522,2018Q4,,S08000029,,S08000029,d,All Day cases,,4,,881,0,0,,852,0,0,
18523,2019Q1,,S08000029,,S08000029,d,All Day cases,,4,,1026,0,0,,993,0,0,
18524,2019Q2,,S08000029,,S08000029,d,All Day cases,,4,,991,0,0,,933,0,0,
18525,2019Q3,,S08000029,,S08000029,d,All Day cases,,4,,976,0,0,,932,0,0,
18526,2019Q4,,S08000029,,S08000029,d,All Day cases,,4,,1034,0,0,,992,0,0,
18527,2020Q1,,S08000029,,S08000029,d,All Day cases,,4,,993,0,0,,953,0,0,
18528,2020Q2,,S08000029,,S08000029,d,All Day cases,,4,,628,0,0,,598,0,0,
18529,2020Q3,,S08000029,,S08000029,d,All Day cases,,4,,889,0,0,,848,0,0,
18530,2020Q4,,S08000029,,S08000029,d,All Day cases,,4,,962,0,0,,933,0,0,
18531,2021Q1,,S08000029,,S08000029,d,All Day cases,,4,,826,0,0,,792,0,0,
18532,2021Q2,,S08000029,,S08000029,d,All Day cases,,4,,935,0,0,,898,0,0,
18533,2021Q3,,S08000029,,S08000029,d,All Day cases,,4,,976,0,0,,937,0,0,
18534,2021Q4,,S08000029,,S08000029,d,All Day cases,,4,,918,0,0,,878,0,0,
18535,2022Q1,,S08000029,,S08000029,d,All Day cases,,4,,894,0,0,,855,0,0,
18536,2022Q2,,S08000029,,S08000029,d,All Day cases,,4,,951,0,0,,906,0,0,
18537,2022Q3,,S08000029,,S08000029,d,All Day cases,,4,,1008,0,0,,969,0,0,
18538,2022Q4,p,S08000029,,S08000029,d,All Day cases,,4,,1022,0,0,,983,0,0,
18539,2017Q4,,S08000029,,S08000029,d,All Day cases,,5,,775,0,0,,753,0,0,
18540,2018Q1,,S08000029,,S08000029,d,All Day cases,,5,,812,0,0,,767,0,0,
18541,2018Q2,,S08000029,,S08000029,d,All Day cases,,5,,887,0,0,,859,0,0,
18542,2018Q3,,S08000029,,S08000029,d,All Day cases,,5,,868,0,0,,842,0,0,
18543,2018Q4,,S08000029,,S08000029,d,All Day cases,,5,,1010,0,0,,982,0,0,
18544,2019Q1,,S08000029,,S08000029,d,All Day cases,,5,,1059,0,0,,1026,0,0,
18545,2019Q2,,S08000029,,S08000029,d,All Day cases,,5,,1021,0,0,,994,0,0,
18546,2019Q3,,S08000029,,S08000029,d,All Day cases,,5,,1063,0,0,,1024,0,0,
18547,2019Q4,,S08000029,,S08000029,d,All Day cases,,5,,1074,0,0,,1050,0,0,
18548,2020Q1,,S08000029,,S08000029,d,All Day cases,,5,,967,0,0,,944,0,0,
18549,2020Q2,,S08000029,,S08000029,d,All Day cases,,5,,553,0,0,,542,0,0,
18550,2020Q3,,S08000029,,S08000029,d,All Day cases,,5,,857,0,0,,835,0,0,
18551,2020Q4,,S08000029,,S08000029,d,All Day cases,,5,,933,0,0,,904,0,0,
18552,2021Q1,,S08000029,,S08000029,d,All Day cases,,5,,848,0,0,,824,0,0,
18553,2021Q2,,S08000029,,S08000029,d,All Day cases,,5,,987,0,0,,948,0,0,
18554,2021Q3,,S08000029,,S08000029,d,All Day cases,,5,,1081,0,0,,1045,0,0,
18555,2021Q4,,S08000029,,S08000029,d,All Day cases,,5,,1021,0,0,,985,0,0,
18556,2022Q1,,S08000029,,S08000029,d,All Day cases,,5,,1026,0,0,,982,0,0,
18557,2022Q2,,S08000029,,S08000029,d,All Day cases,,5,,1022,0,0,,986,0,0,
18558,2022Q3,,S08000029,,S08000029,d,All Day cases,,5,,996,0,0,,973,0,0,
18559,2022Q4,p,S08000029,,S08000029,d,All Day cases,,5,,1011,0,0,,974,0,0,
18560,2017Q4,,S08000029,,S08000029,d,All Day cases,,,:,10,0,0,,10,0,0,
18561,2018Q1,,S08000029,,S08000029,d,All Day cases,,,:,0,0,,z,0,0,,z
18562,2018Q2,,S08000029,,S08000029,d,All Day cases,,,:,5,0,0,,0,0,,z
18563,2018Q3,,S08000029,,S08000029,d,All Day cases,,,:,5,0,0,,0,0,,z
18564,2018Q4,,S08000029,,S08000029,d,All Day cases,,,:,5,0,0,,0,0,,z
18565,2019Q1,,S08000029,,S08000029,d,All Day cases,,,:,5,0,0,,5,0,0,
18566,2019Q2,,S08000029,,S08000029,d,All Day cases,,,:,5,0,0,,0,0,,z
18567,2019Q3,,S08000029,,S08000029,d,All Day cases,,,:,5,0,0,,0,0,,z
18568,2019Q4,,S08000029,,S08000029,d,All Day cases,,,:,5,0,0,,0,0,,z
18569,2020Q1,,S08000029,,S08000029,d,All Day cases,,,:,0,0,,z,0,0,,z
18570,2021Q2,,S08000029,,S08000029,d,All Day cases,,,:,0,0,,z,0,0,,z
18571,2021Q3,,S08000029,,S08000029,d,All Day cases,,,:,0,0,,z,0,0,,z
18572,2021Q4,,S08000029,,S08000029,d,All Day cases,,,:,0,0,,z,0,0,,z
18573,2022Q3,,S08000029,,S08000029,d,All Day cases,,,:,0,0,,z,0,0,,z
18574,2017Q4,,S08000029,,F805H,,All Day cases,,1,,606,0,0,,602,0,0,
18575,2018Q1,,S08000029,,F805H,,All Day cases,,1,,541,0,0,,539,0,0,
18576,2018Q2,,S08000029,,F805H,,All Day cases,,1,,631,0,0,,629,0,0,
18577,2018Q3,,S08000029,,F805H,,All Day cases,,1,,600,0,0,,598,0,0,
18578,2018Q4,,S08000029,,F805H,,All Day cases,,1,,641,0,0,,638,0,0,
18579,2019Q1,,S08000029,,F805H,,All Day cases,,1,,727,0,0,,724,0,0,
18580,2019Q2,,S08000029,,F805H,,All Day cases,,1,,653,0,0,,653,0,0,
18581,2019Q3,,S08000029,,F805H,,All Day cases,,1,,557,0,0,,556,0,0,
18582,2019Q4,,S08000029,,F805H,,All Day cases,,1,,626,0,0,,625,0,0,
18583,2020Q1,,S08000029,,F805H,,All Day cases,,1,,580,0,0,,578,0,0,
18584,2020Q2,,S08000029,,F805H,,All Day cases,,1,,150,0,0,,149,0,0,
18585,2020Q3,,S08000029,,F805H,,All Day cases,,1,,410,0,0,,410,0,0,
18586,2020Q4,,S08000029,,F805H,,All Day cases,,1,,507,0,0,,507,0,0,
18587,2021Q1,,S08000029,,F805H,,All Day cases,,1,,505,0,0,,504,0,0,
18588,2021Q2,,S08000029,,F805H,,All Day cases,,1,,518,0,0,,516,0,0,
18589,2021Q3,,S08000029,,F805H,,All Day cases,,1,,460,0,0,,460,0,0,
18590,2021Q4,,S08000029,,F805H,,All Day cases,,1,,410,0,0,,408,0,0,
18591,2022Q1,,S08000029,,F805H,,All Day cases,,1,,464,0,0,,464,0,0,
18592,2022Q2,,S08000029,,F805H,,All Day cases,,1,,487,0,0,,486,0,0,
18593,2022Q3,,S08000029,,F805H,,All Day cases,,1,,508,0,0,,508,0,0,
18594,2022Q4,p,S08000029,,F805H,,All Day cases,,1,,489,0,0,,488,0,0,
18595,2017Q4,,S08000029,,F805H,,All Day cases,,2,,681,0,0,,678,0,0,
18596,2018Q1,,S08000029,,F805H,,All Day cases,,2,,660,0,0,,659,0,0,
18597,2018Q2,,S08000029,,F805H,,All Day cases,,2,,690,0,0,,688,0,0,
18598,2018Q3,,S08000029,,F805H,,All Day cases,,2,,669,0,0,,665,0,0,
18599,2018Q4,,S08000029,,F805H,,All Day cases,,2,,774,0,0,,771,0,0,
18600,2019Q1,,S08000029,,F805H,,All Day cases,,2,,835,0,0,,832,0,0,
18601,2019Q2,,S08000029,,F805H,,All Day cases,,2,,757,0,0,,754,0,0,
18602,2019Q3,,S08000029,,F805H,,All Day cases,,2,,689,0,0,,688,0,0,
18603,2019Q4,,S08000029,,F805H,,All Day cases,,2,,715,0,0,,709,0,0,
18604,2020Q1,,S08000029,,F805H,,All Day cases,,2,,658,0,0,,656,0,0,
18605,2020Q2,,S08000029,,F805H,,All Day cases,,2,,219,0,0,,219,0,0,
18606,2020Q3,,S08000029,,F805H,,All Day cases,,2,,491,0,0,,487,0,0,
18607,2020Q4,,S08000029,,F805H,,All Day cases,,2,,513,0,0,,513,0,0,
18608,2021Q1,,S08000029,,F805H,,All Day cases,,2,,506,0,0,,506,0,0,
18609,2021Q2,,S08000029,,F805H,,All Day cases,,2,,552,0,0,,552,0,0,
18610,2021Q3,,S08000029,,F805H,,All Day cases,,2,,548,0,0,,548,0,0,
18611,2021Q4,,S08000029,,F805H,,All Day cases,,2,,525,0,0,,523,0,0,
18612,2022Q1,,S08000029,,F805H,,All Day cases,,2,,532,0,0,,532,0,0,
18613,2022Q2,,S08000029,,F805H,,All Day cases,,2,,487,0,0,,486,0,0,
18614,2022Q3,,S08000029,,F805H,,All Day cases,,2,,529,0,0,,529,0,0,
18615,2022Q4,p,S08000029,,F805H,,All Day cases,,2,,552,0,0,,552,0,0,
18616,2017Q4,,S08000029,,F805H,,All Day cases,,3,,554,0,0,,549,0,0,
18617,2018Q1,,S08000029,,F805H,,All Day cases,,3,,533,0,0,,533,0,0,
18618,2018Q2,,S08000029,,F805H,,All Day cases,,3,,542,0,0,,539,0,0,
18619,2018Q3,,S08000029,,F805H,,All Day cases,,3,,578,0,0,,576,0,0,
18620,2018Q4,,S08000029,,F805H,,All Day cases,,3,,607,0,0,,604,0,0,
18621,2019Q1,,S08000029,,F805H,,All Day cases,,3,,658,0,0,,656,0,0,
18622,2019Q2,,S08000029,,F805H,,All Day cases,,3,,647,0,0,,645,0,0,
18623,2019Q3,,S08000029,,F805H,,All Day cases,,3,,622,0,0,,621,0,0,
18624,2019Q4,,S08000029,,F805H,,All Day cases,,3,,577,0,0,,575,0,0,
18625,2020Q1,,S08000029,,F805H,,All Day cases,,3,,562,0,0,,559,0,0,
18626,2020Q2,,S08000029,,F805H,,All Day cases,,3,,178,0,0,,177,0,0,
18627,2020Q3,,S08000029,,F805H,,All Day cases,,3,,430,0,0,,429,0,0,
18628,2020Q4,,S08000029,,F805H,,All Day cases,,3,,510,0,0,,508,0,0,
18629,2021Q1,,S08000029,,F805H,,All Day cases,,3,,431,0,0,,430,0,0,
18630,2021Q2,,S08000029,,F805H,,All Day cases,,3,,507,0,0,,505,0,0,
18631,2021Q3,,S08000029,,F805H,,All Day cases,,3,,448,0,0,,448,0,0,
18632,2021Q4,,S08000029,,F805H,,All Day cases,,3,,487,0,0,,487,0,0,
18633,2022Q1,,S08000029,,F805H,,All Day cases,,3,,465,0,0,,463,0,0,
18634,2022Q2,,S08000029,,F805H,,All Day cases,,3,,472,0,0,,471,0,0,
18635,2022Q3,,S08000029,,F805H,,All Day cases,,3,,484,0,0,,484,0,0,
18636,2022Q4,p,S08000029,,F805H,,All Day cases,,3,,494,0,0,,494,0,0,
18637,2017Q4,,S08000029,,F805H,,All Day cases,,4,,507,0,0,,506,0,0,
18638,2018Q1,,S08000029,,F805H,,All Day cases,,4,,468,0,0,,465,0,0,
18639,2018Q2,,S08000029,,F805H,,All Day cases,,4,,493,0,0,,492,0,0,
18640,2018Q3,,S08000029,,F805H,,All Day cases,,4,,481,0,0,,480,0,0,
18641,2018Q4,,S08000029,,F805H,,All Day cases,,4,,448,0,0,,446,0,0,
18642,2019Q1,,S08000029,,F805H,,All Day cases,,4,,561,0,0,,559,0,0,
18643,2019Q2,,S08000029,,F805H,,All Day cases,,4,,515,0,0,,515,0,0,
18644,2019Q3,,S08000029,,F805H,,All Day cases,,4,,497,0,0,,496,0,0,
18645,2019Q4,,S08000029,,F805H,,All Day cases,,4,,529,0,0,,525,0,0,
18646,2020Q1,,S08000029,,F805H,,All Day cases,,4,,495,0,0,,495,0,0,
18647,2020Q2,,S08000029,,F805H,,All Day cases,,4,,178,0,0,,178,0,0,
18648,2020Q3,,S08000029,,F805H,,All Day cases,,4,,348,0,0,,347,0,0,
18649,2020Q4,,S08000029,,F805H,,All Day cases,,4,,462,0,0,,461,0,0,
18650,2021Q1,,S08000029,,F805H,,All Day cases,,4,,363,0,0,,361,0,0,
18651,2021Q2,,S08000029,,F805H,,All Day cases,,4,,425,0,0,,424,0,0,
18652,2021Q3,,S08000029,,F805H,,All Day cases,,4,,397,0,0,,396,0,0,
18653,2021Q4,,S08000029,,F805H,,All Day cases,,4,,377,0,0,,377,0,0,
18654,2022Q1,,S08000029,,F805H,,All Day cases,,4,,388,0,0,,387,0,0,
18655,2022Q2,,S08000029,,F805H,,All Day cases,,4,,424,0,0,,424,0,0,
18656,2022Q3,,S08000029,,F805H,,All Day cases,,4,,422,0,0,,421,0,0,
18657,2022Q4,p,S08000029,,F805H,,All Day cases,,4,,439,0,0,,439,0,0,
18658,2017Q4,,S08000029,,F805H,,All Day cases,,5,,487,0,0,,487,0,0,
18659,2018Q1,,S08000029,,F805H,,All Day cases,,5,,473,0,0,,470,0,0,
18660,2018Q2,,S08000029,,F805H,,All Day cases,,5,,479,0,0,,479,0,0,
18661,2018Q3,,S08000029,,F805H,,All Day cases,,5,,453,0,0,,453,0,0,
18662,2018Q4,,S08000029,,F805H,,All Day cases,,5,,537,0,0,,535,0,0,
18663,2019Q1,,S08000029,,F805H,,All Day cases,,5,,576,0,0,,576,0,0,
18664,2019Q2,,S08000029,,F805H,,All Day cases,,5,,523,0,0,,523,0,0,
18665,2019Q3,,S08000029,,F805H,,All Day cases,,5,,545,0,0,,540,0,0,
18666,2019Q4,,S08000029,,F805H,,All Day cases,,5,,544,0,0,,541,0,0,
18667,2020Q1,,S08000029,,F805H,,All Day cases,,5,,506,0,0,,505,0,0,
18668,2020Q2,,S08000029,,F805H,,All Day cases,,5,,170,0,0,,170,0,0,
18669,2020Q3,,S08000029,,F805H,,All Day cases,,5,,393,0,0,,393,0,0,
18670,2020Q4,,S08000029,,F805H,,All Day cases,,5,,425,0,0,,424,0,0,
18671,2021Q1,,S08000029,,F805H,,All Day cases,,5,,345,0,0,,344,0,0,
18672,2021Q2,,S08000029,,F805H,,All Day cases,,5,,453,0,0,,453,0,0,
18673,2021Q3,,S08000029,,F805H,,All Day cases,,5,,433,0,0,,433,0,0,
18674,2021Q4,,S08000029,,F805H,,All Day cases,,5,,456,0,0,,454,0,0,
18675,2022Q1,,S08000029,,F805H,,All Day cases,,5,,461,0,0,,460,0,0,
18676,2022Q2,,S08000029,,F805H,,All Day cases,,5,,445,0,0,,445,0,0,
18677,2022Q3,,S08000029,,F805H,,All Day cases,,5,,456,0,0,,456,0,0,
18678,2022Q4,p,S08000029,,F805H,,All Day cases,,5,,452,0,0,,451,0,0,
18679,2017Q4,,S08000029,,F805H,,All Day cases,,,:,10,0,0,,10,0,0,
18680,2018Q1,,S08000029,,F805H,,All Day cases,,,:,0,0,,z,0,0,,z
18681,2018Q2,,S08000029,,F805H,,All Day cases,,,:,0,0,,z,0,0,,z
18682,2018Q3,,S08000029,,F805H,,All Day cases,,,:,0,0,,z,0,0,,z
18683,2018Q4,,S08000029,,F805H,,All Day cases,,,:,0,0,,z,0,0,,z
18684,2019Q1,,S08000029,,F805H,,All Day cases,,,:,0,0,,z,0,0,,z
18685,2019Q2,,S08000029,,F805H,,All Day cases,,,:,0,0,,z,0,0,,z
18686,2019Q4,,S08000029,,F805H,,All Day cases,,,:,0,0,,z,0,0,,z
18687,2017Q4,,S08000029,,F704H,,All Day cases,,1,,388,0,0,,321,0,0,
18688,2018Q1,,S08000029,,F704H,,All Day cases,,1,,426,0,0,,359,0,0,
18689,2018Q2,,S08000029,,F704H,,All Day cases,,1,,508,0,0,,443,0,0,
18690,2018Q3,,S08000029,,F704H,,All Day cases,,1,,485,0,0,,420,0,0,
18691,2018Q4,,S08000029,,F704H,,All Day cases,,1,,527,0,0,,465,0,0,
18692,2019Q1,,S08000029,,F704H,,All Day cases,,1,,599,0,0,,522,0,0,
18693,2019Q2,,S08000029,,F704H,,All Day cases,,1,,597,0,0,,533,0,0,
